,Unnamed: 0,speech,word_count,sentence_count,average_words,average_syl_per_word,flesch_kincaid_score,flesch_kincaid_grade_level,total_gendered_terms,female_gendered_terms,male_gendered_terms,terms_of_equality,terms_for_race,terms_for_religion,political_party,president,time_period,year
218,218,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_035.txt' mode='rt' encoding='cp1252'>,3196,151,21.741721854304643,1.5109511889862328,56.94068172964552,10.718495553216352,26,2,24,0,3,0,7.0,fdroosevelt,8.0,1942
219,219,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_036.txt' mode='rt' encoding='cp1252'>,3506,146,24.49315068493151,1.5139760410724472,53.89207898006553,11.827246051778168,38,5,33,0,0,0,7.0,fdroosevelt,8.0,1942
220,220,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_037.txt' mode='rt' encoding='cp1252'>,4649,202,23.52475247524752,1.5265648526564852,53.80998970288513,11.598118726693064,21,4,17,1,3,1,7.0,fdroosevelt,8.0,1943
221,221,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_038.txt' mode='rt' encoding='cp1252'>,2500,126,20.396825396825395,1.5116,58.250862222222224,10.201641904761908,20,1,19,0,0,0,7.0,fdroosevelt,8.0,1943
222,222,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_039.txt' mode='rt' encoding='cp1252'>,3500,151,23.62251655629139,1.536,52.91254569536426,11.747581456953645,28,3,25,2,2,0,7.0,fdroosevelt,8.0,1943
223,223,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_040.txt' mode='rt' encoding='cp1252'>,1487,68,22.382352941176467,1.4579690652320108,60.77272884607778,10.343152616796553,6,2,4,1,0,1,7.0,fdroosevelt,8.0,1943
224,224,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_041.txt' mode='rt' encoding='cp1252'>,357,18,20.0,1.5602240896358543,54.540042016806744,10.620644257703084,0,0,0,0,0,0,7.0,fdroosevelt,8.0,1943
225,225,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_042.txt' mode='rt' encoding='cp1252'>,3424,143,24.482517482517487,1.5268691588785046,52.81211391412328,11.975237892948178,26,2,24,0,2,1,7.0,fdroosevelt,8.0,1943
226,226,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_043.txt' mode='rt' encoding='cp1252'>,3495,153,23.33333333333333,1.548211731044349,52.17295422031475,11.778898426323321,25,5,20,0,3,1,7.0,fdroosevelt,8.0,1944
227,227,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_044.txt' mode='rt' encoding='cp1252'>,1695,77,22.57142857142857,1.5374631268436578,53.85561946902658,11.354922039612308,8,4,4,0,1,3,7.0,fdroosevelt,8.0,1944
228,228,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_045.txt' mode='rt' encoding='cp1252'>,1675,75,22.88,1.4991044776119402,56.787561194029884,11.022632835820897,14,4,10,0,1,0,7.0,fdroosevelt,8.0,1944
229,229,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_046.txt' mode='rt' encoding='cp1252'>,1805,74,24.864864864864863,1.5412742382271467,51.205361608145544,12.294333308377633,6,1,5,0,1,1,7.0,fdroosevelt,8.0,1944
230,230,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_047.txt' mode='rt' encoding='cp1252'>,577,30,19.53333333333333,1.3968804159445407,68.83258347775853,8.511188908145584,8,1,7,0,0,2,7.0,fdroosevelt,8.0,1945
231,231,<_io.TextIOWrapper name='corpus/fdroosevelt/fdroosevelt_speeches_048.txt' mode='rt' encoding='cp1252'>,2025,77,26.7012987012987,1.7412345679012349,32.4247373737374,15.370074394741065,3,2,1,0,3,0,7.0,fdroosevelt,8.0,1945
232,232,<_io.TextIOWrapper name='corpus/fillmore/fillmore_speeches_000.txt' mode='rt' encoding='cp1252'>,3220,62,52.274193548387096,1.6332298136645962,15.605451312362275,24.0690472851132,30,15,15,0,0,1,3.0,fillmore,3.0,1850
233,233,<_io.TextIOWrapper name='corpus/fillmore/fillmore_speeches_001.txt' mode='rt' encoding='cp1252'>,8324,243,34.99588477366255,1.6678279673234022,30.215930919172703,17.738765076144542,21,0,21,2,1,0,3.0,fillmore,3.0,1850
234,234,<_io.TextIOWrapper name='corpus/fillmore/fillmore_speeches_002.txt' mode='rt' encoding='cp1252'>,622,26,24.30769230769231,1.6720257234726688,40.709316101904534,13.61990353697749,8,8,0,0,0,0,3.0,fillmore,3.0,1850
235,235,<_io.TextIOWrapper name='corpus/fillmore/fillmore_speeches_003.txt' mode='rt' encoding='cp1252'>,910,19,48.05263157894736,1.6,22.70157894736846,22.03052631578948,13,11,2,0,0,0,3.0,fillmore,3.0,1850
236,236,<_io.TextIOWrapper name='corpus/fillmore/fillmore_speeches_004.txt' mode='rt' encoding='cp1252'>,3321,62,54.016129032258064,1.656127672387835,11.900227948247249,25.018596856757107,9,0,9,0,0,0,3.0,fillmore,3.0,1851
237,237,<_io.TextIOWrapper name='corpus/fillmore/fillmore_speeches_005.txt' mode='rt' encoding='cp1252'>,13250,380,35.55263157894737,1.6578867924528302,30.491856305859017,17.83859046673287,55,11,44,5,4,3,3.0,fillmore,3.0,1851
238,238,<_io.TextIOWrapper name='corpus/fillmore/fillmore_speeches_006.txt' mode='rt' encoding='cp1252'>,9929,288,35.21875,1.662000201430154,30.482751709008994,17.756914876875825,77,33,44,1,6,1,3.0,fillmore,3.0,1852
239,239,<_io.TextIOWrapper name='corpus/ford/ford_speeches_000.txt' mode='rt' encoding='cp1252'>,1097,41,27.68292682926829,1.5095715587967182,51.027075394090346,13.019285857215912,9,0,9,2,0,1,10.0,ford,9.0,1974
240,240,<_io.TextIOWrapper name='corpus/ford/ford_speeches_001.txt' mode='rt' encoding='cp1252'>,862,42,21.0,1.486078886310905,59.79772621809746,10.13573085846868,3,1,2,1,1,2,10.0,ford,9.0,1974
241,241,<_io.TextIOWrapper name='corpus/ford/ford_speeches_002.txt' mode='rt' encoding='cp1252'>,602,18,34.27777777777778,1.7275747508305648,25.890231635289783,18.163715393134,0,0,0,1,0,0,10.0,ford,9.0,1974
242,242,<_io.TextIOWrapper name='corpus/ford/ford_speeches_003.txt' mode='rt' encoding='cp1252'>,4328,227,19.634361233480178,1.6561922365988908,46.792260131751455,11.610469272924185,12,3,9,0,3,0,10.0,ford,9.0,1974
243,243,<_io.TextIOWrapper name='corpus/ford/ford_speeches_004.txt' mode='rt' encoding='cp1252'>,2079,107,20.401869158878505,1.68013468013468,43.9877088643444,12.192318197551847,4,0,4,0,2,0,10.0,ford,9.0,1974
244,244,<_io.TextIOWrapper name='corpus/ford/ford_speeches_005.txt' mode='rt' encoding='cp1252'>,4148,230,19.02173913043478,1.6574252651880423,47.30975734770033,11.386096390088468,1,0,1,0,2,0,10.0,ford,9.0,1975
245,245,<_io.TextIOWrapper name='corpus/ford/ford_speeches_006.txt' mode='rt' encoding='cp1252'>,6064,298,21.338926174496642,1.6848614775725594,42.63670893024741,12.613546643409894,7,0,7,1,5,1,10.0,ford,9.0,1975
246,246,<_io.TextIOWrapper name='corpus/ford/ford_speeches_007.txt' mode='rt' encoding='cp1252'>,2389,116,21.17241379310345,1.6408539137714524,46.52875889493512,12.029317561813484,12,2,10,1,0,0,10.0,ford,9.0,1975
247,247,<_io.TextIOWrapper name='corpus/ford/ford_speeches_008.txt' mode='rt' encoding='cp1252'>,1376,79,18.0126582278481,1.5625,56.36465189873421,9.872436708860755,3,0,3,0,1,0,10.0,ford,9.0,1975
248,248,<_io.TextIOWrapper name='corpus/ford/ford_speeches_009.txt' mode='rt' encoding='cp1252'>,2795,134,21.35820895522388,1.6779964221824686,43.19792059381095,12.540059274290444,2,0,2,1,2,0,10.0,ford,9.0,1975
249,249,<_io.TextIOWrapper name='corpus/ford/ford_speeches_010.txt' mode='rt' encoding='cp1252'>,2232,136,17.389705882352942,1.7338709677419355,42.49896465844404,11.651662713472486,2,0,2,0,9,0,10.0,ford,9.0,1975
250,250,<_io.TextIOWrapper name='corpus/ford/ford_speeches_011.txt' mode='rt' encoding='cp1252'>,5006,278,18.996402877697843,1.6360367558929283,49.144941530594956,11.123830841838712,7,1,6,0,3,3,10.0,ford,9.0,1976
251,251,<_io.TextIOWrapper name='corpus/ford/ford_speeches_012.txt' mode='rt' encoding='cp1252'>,2910,180,16.855555555555554,1.547766323024055,58.785580183276075,9.247309278350516,6,2,4,1,2,1,10.0,ford,9.0,1976
252,252,<_io.TextIOWrapper name='corpus/ford/ford_speeches_013.txt' mode='rt' encoding='cp1252'>,4756,219,22.70319634703196,1.665264928511354,42.909842755702016,12.914372731776444,10,1,9,1,5,2,10.0,ford,9.0,1977
253,253,<_io.TextIOWrapper name='corpus/garfield/garfield_speeches_000.txt' mode='rt' encoding='cp1252'>,2960,111,27.297297297297302,1.6432432432432431,40.10986486486488,14.446216216216216,1,0,1,6,3,3,8.0,garfield,5.0,1881
254,254,<_io.TextIOWrapper name='corpus/grant/grant_speeches_000.txt' mode='rt' encoding='cp1252'>,1127,40,28.775,1.6140195208518189,41.08232353593613,14.677680346051464,4,0,4,1,1,1,8.0,grant,4.0,1869
255,255,<_io.TextIOWrapper name='corpus/grant/grant_speeches_001.txt' mode='rt' encoding='cp1252'>,619,7,88.42857142857143,1.5815831987075928,-16.721938610662335,37.55982460189245,0,0,0,1,0,0,8.0,grant,4.0,1869
256,256,<_io.TextIOWrapper name='corpus/grant/grant_speeches_002.txt' mode='rt' encoding='cp1252'>,829,20,41.5,1.7418576598311215,17.35134197828711,21.148920386007237,2,0,2,0,0,0,8.0,grant,4.0,1869
257,257,<_io.TextIOWrapper name='corpus/grant/grant_speeches_003.txt' mode='rt' encoding='cp1252'>,7689,246,32.24390243902439,1.6547015216543113,34.119690292435536,16.510599906740385,22,8,14,4,15,0,8.0,grant,4.0,1869
258,258,<_io.TextIOWrapper name='corpus/grant/grant_speeches_004.txt' mode='rt' encoding='cp1252'>,278,11,25.181818181818183,1.712230215827338,36.42077828646175,14.43522563767168,1,1,0,0,0,0,8.0,grant,4.0,1870
259,259,<_io.TextIOWrapper name='corpus/grant/grant_speeches_005.txt' mode='rt' encoding='cp1252'>,1006,33,30.72727272727273,1.7296222664015906,29.320774444243625,16.80317910717513,6,0,6,0,5,0,8.0,grant,4.0,1870
260,260,<_io.TextIOWrapper name='corpus/grant/grant_speeches_006.txt' mode='rt' encoding='cp1252'>,173,11,15.727272727272727,1.6358381502890174,52.47991066736734,9.84652653704677,0,0,0,0,0,0,8.0,grant,4.0,1869
261,261,<_io.TextIOWrapper name='corpus/grant/grant_speeches_007.txt' mode='rt' encoding='cp1252'>,1094,29,38.10344827586207,1.6407678244972577,29.351042047532054,18.63140515665385,3,2,1,1,2,0,8.0,grant,4.0,1870
262,262,<_io.TextIOWrapper name='corpus/grant/grant_speeches_008.txt' mode='rt' encoding='cp1252'>,1714,53,32.62264150943396,1.6423570595099184,34.779611633385464,16.512643490896284,7,3,4,0,0,0,8.0,grant,4.0,1870
263,263,<_io.TextIOWrapper name='corpus/grant/grant_speeches_009.txt' mode='rt' encoding='cp1252'>,2549,65,39.63076923076923,1.6790898391526088,24.55876883845855,19.679260102000786,7,0,7,1,5,0,8.0,grant,4.0,1870
264,264,<_io.TextIOWrapper name='corpus/grant/grant_speeches_010.txt' mode='rt' encoding='cp1252'>,5692,162,35.481481481481474,1.7189037245256498,25.40204120142633,18.53084172718045,23,14,9,1,23,1,8.0,grant,4.0,1870
265,265,<_io.TextIOWrapper name='corpus/grant/grant_speeches_011.txt' mode='rt' encoding='cp1252'>,565,14,40.5,1.7610619469026552,16.741659292035422,20.98553097345133,0,0,0,1,0,0,8.0,grant,4.0,1871
266,266,<_io.TextIOWrapper name='corpus/grant/grant_speeches_012.txt' mode='rt' encoding='cp1252'>,263,8,33.125,1.570342205323194,40.36217442965781,15.858788022813687,4,0,4,0,0,0,8.0,grant,4.0,1871
267,267,<_io.TextIOWrapper name='corpus/grant/grant_speeches_013.txt' mode='rt' encoding='cp1252'>,513,18,28.722222222222218,1.7056530214424952,33.38369883040937,15.738372319688116,0,0,0,1,1,0,8.0,grant,4.0,1871
268,268,<_io.TextIOWrapper name='corpus/grant/grant_speeches_014.txt' mode='rt' encoding='cp1252'>,8739,297,30.41414141414141,1.652820688866003,36.136016186582616,15.77479928013399,39,21,18,3,12,1,8.0,grant,4.0,1870
269,269,<_io.TextIOWrapper name='corpus/grant/grant_speeches_015.txt' mode='rt' encoding='cp1252'>,828,15,55.13333333333333,1.7451690821256038,3.2333623188406198,26.504995169082125,6,0,6,0,0,0,8.0,grant,4.0,1871
270,270,<_io.TextIOWrapper name='corpus/grant/grant_speeches_016.txt' mode='rt' encoding='cp1252'>,6461,215,30.688372093023247,1.6872001238198422,32.94917185042277,16.28742657735321,24,1,23,5,4,3,8.0,grant,4.0,1871
271,271,<_io.TextIOWrapper name='corpus/grant/grant_speeches_017.txt' mode='rt' encoding='cp1252'>,1440,43,33.93023255813954,1.7611111111111108,23.40581395348841,18.42390180878553,4,0,4,0,0,0,8.0,grant,4.0,1871
272,272,<_io.TextIOWrapper name='corpus/grant/grant_speeches_018.txt' mode='rt' encoding='cp1252'>,10005,366,28.327868852459016,1.680759620189905,35.88994924668813,15.290832370699901,30,11,19,2,11,1,8.0,grant,4.0,1872
273,273,<_io.TextIOWrapper name='corpus/grant/grant_speeches_019.txt' mode='rt' encoding='cp1252'>,1341,43,31.744186046511633,1.5980611483967189,39.41867800842832,15.647354109220819,11,0,11,1,2,0,8.0,grant,4.0,1873
274,274,<_io.TextIOWrapper name='corpus/grant/grant_speeches_020.txt' mode='rt' encoding='cp1252'>,465,12,38.5,1.7139784946236558,22.754919354838762,19.649946236559146,1,0,1,0,0,0,8.0,grant,4.0,1874
275,275,<_io.TextIOWrapper name='corpus/grant/grant_speeches_021.txt' mode='rt' encoding='cp1252'>,1490,42,35.976190476190474,1.6080536912751675,34.27782438478752,17.41574784276127,1,0,1,1,0,0,8.0,grant,4.0,1874
276,276,<_io.TextIOWrapper name='corpus/grant/grant_speeches_022.txt' mode='rt' encoding='cp1252'>,10021,300,34.39333333333333,1.6689951102684364,30.728780337956977,17.51754230116755,26,10,16,2,9,0,8.0,grant,4.0,1873
277,277,<_io.TextIOWrapper name='corpus/grant/grant_speeches_023.txt' mode='rt' encoding='cp1252'>,1078,29,37.55172413793103,1.5769944341372912,35.306270871985184,17.66370673661314,0,0,0,2,0,0,8.0,grant,4.0,1875
278,278,<_io.TextIOWrapper name='corpus/grant/grant_speeches_024.txt' mode='rt' encoding='cp1252'>,415,13,32.07692307692308,1.6385542168674698,35.65523632993515,16.254939759036148,0,0,0,0,0,0,8.0,grant,4.0,1875
279,279,<_io.TextIOWrapper name='corpus/grant/grant_speeches_025.txt' mode='rt' encoding='cp1252'>,4884,137,36.27737226277373,1.6115888615888616,33.673049462867,17.57492374923032,36,2,34,4,12,1,8.0,grant,4.0,1875
280,280,<_io.TextIOWrapper name='corpus/grant/grant_speeches_026.txt' mode='rt' encoding='cp1252'>,9779,298,33.80536912751678,1.6706207178648125,31.188037604207377,17.307418430536327,26,1,25,3,6,0,8.0,grant,4.0,1940
281,281,<_io.TextIOWrapper name='corpus/grant/grant_speeches_027.txt' mode='rt' encoding='cp1252'>,2777,79,35.67088607594937,1.6885127835794025,27.780869142093987,18.2460964158572,71,0,71,0,0,0,8.0,grant,4.0,1876
282,282,<_io.TextIOWrapper name='corpus/grant/grant_speeches_028.txt' mode='rt' encoding='cp1252'>,309,13,23.69230769230769,1.663430420711974,42.06109410007471,13.278478964401298,3,0,3,1,0,2,8.0,grant,4.0,1876
283,283,<_io.TextIOWrapper name='corpus/grant/grant_speeches_029.txt' mode='rt' encoding='cp1252'>,12204,361,34.797783933518005,1.6626515896427398,30.85492482370341,17.600424491856355,18,7,11,7,6,1,8.0,grant,4.0,1875
284,284,<_io.TextIOWrapper name='corpus/grant/grant_speeches_030.txt' mode='rt' encoding='cp1252'>,872,22,40.09090909090909,1.6020642201834865,30.608094245204374,18.949812343619687,2,0,2,0,0,0,8.0,grant,4.0,1877
285,285,<_io.TextIOWrapper name='corpus/grant/grant_speeches_031.txt' mode='rt' encoding='cp1252'>,6787,203,34.41871921182266,1.6712833357890085,30.509429792249907,17.554443854921136,21,2,19,2,16,0,8.0,grant,4.0,1876
286,286,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_000.txt' mode='rt' encoding='cp1252'>,1749,84,21.785714285714285,1.58147512864494,50.9297041166381,11.567835089438862,6,0,6,0,0,1,10.0,gwbush,11.0,2001
287,287,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_001.txt' mode='rt' encoding='cp1252'>,1592,97,16.88659793814433,1.5502512562814068,58.543846811376476,9.288738019996892,6,0,6,1,1,1,10.0,gwbush,11.0,2001
288,288,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_002.txt' mode='rt' encoding='cp1252'>,1065,64,17.328125,1.6018779342723004,53.7280798855634,10.070128374413144,10,0,10,1,1,0,10.0,gwbush,11.0,2001
289,289,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_003.txt' mode='rt' encoding='cp1252'>,923,66,14.651515151515152,1.657638136511376,51.727525772349736,9.684220919925146,2,0,2,0,4,0,10.0,gwbush,11.0,2001
290,290,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_004.txt' mode='rt' encoding='cp1252'>,918,60,15.966666666666667,1.6122004357298474,54.23667647058826,9.660965141612204,2,1,1,0,3,0,10.0,gwbush,11.0,2001
291,291,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_005.txt' mode='rt' encoding='cp1252'>,606,38,16.55263157894737,1.5742574257425743,56.851900729546635,9.441763939551851,0,0,0,0,0,1,10.0,gwbush,11.0,2001
292,292,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_006.txt' mode='rt' encoding='cp1252'>,3090,217,14.972350230414747,1.599676375404531,56.305443156905774,9.125397819635213,14,4,10,0,4,3,10.0,gwbush,11.0,2001
293,293,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_007.txt' mode='rt' encoding='cp1252'>,2268,190,12.75263157894737,1.4603174603174602,70.34822180451131,6.615272347535505,18,2,16,0,1,1,10.0,gwbush,11.0,2002
294,294,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_008.txt' mode='rt' encoding='cp1252'>,3839,217,18.382488479262676,1.59260224016671,53.442624675444726,10.371876940879623,14,6,8,1,2,2,10.0,gwbush,11.0,2002
295,295,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_009.txt' mode='rt' encoding='cp1252'>,2878,203,14.975369458128078,1.600416956219597,56.239725503822136,9.135314172061193,18,5,13,1,1,1,10.0,gwbush,11.0,2002
296,296,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_010.txt' mode='rt' encoding='cp1252'>,1528,74,21.297297297297302,1.693062827225131,41.98512805999718,12.694087307202494,4,0,4,0,0,1,10.0,gwbush,11.0,2002
297,297,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_011.txt' mode='rt' encoding='cp1252'>,2823,182,16.274725274725274,1.6928799149840594,47.09851303850247,10.73312585395476,22,0,22,0,2,1,10.0,gwbush,11.0,2002
298,298,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_012.txt' mode='rt' encoding='cp1252'>,951,62,16.032258064516128,1.6456361724500526,51.3414378752417,10.081087480071911,4,2,2,0,3,0,10.0,gwbush,11.0,2002
299,299,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_013.txt' mode='rt' encoding='cp1252'>,5389,309,18.1715210355987,1.6093894971237706,52.23655469219634,10.487689269943989,45,5,40,0,0,2,10.0,gwbush,11.0,2003
300,300,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_014.txt' mode='rt' encoding='cp1252'>,1780,111,16.774774774774773,1.619662921348315,52.78512045753621,10.064184634072275,9,1,8,0,0,1,10.0,gwbush,11.0,2003
301,301,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_015.txt' mode='rt' encoding='cp1252'>,592,31,19.677419354838708,1.5135135135135136,58.819176111595475,9.94365300784656,5,2,3,0,0,1,10.0,gwbush,11.0,2003
302,302,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_016.txt' mode='rt' encoding='cp1252'>,3633,215,17.688372093023254,1.6721717588769611,47.41557152459049,11.040091871027212,24,7,17,0,5,5,10.0,gwbush,11.0,2003
303,303,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_017.txt' mode='rt' encoding='cp1252'>,2572,194,14.072164948453608,1.5544323483670297,61.046775905468905,8.240446040627859,23,3,20,0,0,0,10.0,gwbush,11.0,2003
304,304,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_018.txt' mode='rt' encoding='cp1252'>,2403,138,18.159420289855074,1.6554307116104867,48.35375020354991,11.026256310047225,11,4,7,2,3,1,10.0,gwbush,11.0,2004
305,305,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_019.txt' mode='rt' encoding='cp1252'>,5182,282,19.117021276595747,1.5845233500578928,53.3805479893576,10.563013828555476,28,12,16,0,0,2,10.0,gwbush,11.0,2004
306,306,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_020.txt' mode='rt' encoding='cp1252'>,2538,204,13.21078431372549,1.5988967691095348,58.15938725490199,8.429187757845455,24,5,19,1,2,2,10.0,gwbush,11.0,2004
307,307,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_021.txt' mode='rt' encoding='cp1252'>,2090,104,20.76923076923077,1.5688995215311006,53.02533124769968,11.023014354066989,9,4,5,0,0,2,10.0,gwbush,11.0,2005
308,308,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_022.txt' mode='rt' encoding='cp1252'>,5289,383,14.587467362924285,1.5849877103422196,57.9387603316801,8.801967253578661,38,6,32,1,1,2,10.0,gwbush,11.0,2004
309,309,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_023.txt' mode='rt' encoding='cp1252'>,5104,247,21.4331983805668,1.6140282131661443,48.5335168098689,11.814480283781554,36,19,17,1,4,1,10.0,gwbush,11.0,2005
310,310,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_024.txt' mode='rt' encoding='cp1252'>,1155,75,16.133333333333333,1.6164502164502164,53.7079783549784,9.776112554112554,0,0,0,0,0,2,10.0,gwbush,11.0,2005
311,311,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_025.txt' mode='rt' encoding='cp1252'>,3317,150,22.85333333333333,1.5679831172746457,50.987494945231646,11.825000783840814,14,4,10,1,1,3,10.0,gwbush,11.0,2005
312,312,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_026.txt' mode='rt' encoding='cp1252'>,2271,117,20.145299145299145,1.5332452664024658,56.67497182987276,10.358960810215764,20,3,17,0,0,0,10.0,gwbush,11.0,2005
313,313,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_027.txt' mode='rt' encoding='cp1252'>,5331,279,19.849462365591396,1.6268992684299382,49.05211758975199,11.348701690053918,20,9,11,2,4,1,10.0,gwbush,11.0,2006
314,314,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_028.txt' mode='rt' encoding='cp1252'>,1664,98,17.73469387755102,1.6057692307692308,52.98620879120881,10.274607535321824,4,2,2,0,1,1,10.0,gwbush,11.0,2006
315,315,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_029.txt' mode='rt' encoding='cp1252'>,2926,161,18.96894409937888,1.6654135338345866,46.68753677672442,11.459767898005891,8,3,5,0,0,0,10.0,gwbush,11.0,2007
316,316,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_030.txt' mode='rt' encoding='cp1252'>,3597,233,16.2274678111588,1.4867945510147345,64.58130115582729,8.2828881483258,11,1,10,0,0,1,10.0,gwbush,11.0,2007
317,317,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_031.txt' mode='rt' encoding='cp1252'>,5575,293,19.808873720136518,1.5438565022421524,56.11873308437535,10.352967477310642,50,15,35,0,3,2,10.0,gwbush,11.0,2007
318,318,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_032.txt' mode='rt' encoding='cp1252'>,5713,315,18.904761904761905,1.5991598109574654,52.35774665966511,10.652942912155236,17,6,11,1,3,1,10.0,gwbush,11.0,2008
319,319,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_033.txt' mode='rt' encoding='cp1252'>,695,37,19.486486486486488,1.7093525179856115,42.4449931946335,12.180089441959947,0,0,0,0,2,0,10.0,gwbush,11.0,2008
320,320,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_034.txt' mode='rt' encoding='cp1252'>,3184,178,18.646067415730336,1.5826005025125631,54.02123906047088,10.356652221783076,37,11,26,0,0,1,10.0,gwbush,11.0,2008
321,321,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_035.txt' mode='rt' encoding='cp1252'>,2979,177,17.6045197740113,1.6767371601208458,47.11444868315499,11.061261201290385,3,1,2,2,2,1,10.0,gwbush,11.0,2008
322,322,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_036.txt' mode='rt' encoding='cp1252'>,1057,52,20.98076923076923,1.7000946073793757,41.711515446474074,12.653616367076635,1,0,1,0,0,0,10.0,gwbush,11.0,2008
323,323,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_037.txt' mode='rt' encoding='cp1252'>,7162,441,16.875283446712018,1.4368891371125383,68.1457663018666,7.946652362145642,40,2,38,0,3,1,10.0,gwbush,11.0,2009
324,324,<_io.TextIOWrapper name='corpus/gwbush/gwbush_speeches_038.txt' mode='rt' encoding='cp1252'>,1879,122,16.180327868852462,1.5455029270888772,59.66241958139577,8.957262408501213,26,6,20,0,1,2,10.0,gwbush,11.0,2009
325,325,<_io.TextIOWrapper name='corpus/harding/harding_speeches_000.txt' mode='rt' encoding='cp1252'>,3331,148,23.27027027027027,1.7048934253977786,38.981691887023636,13.603147825099194,16,7,9,3,0,3,8.0,harding,7.0,1921
326,326,<_io.TextIOWrapper name='corpus/harding/harding_speeches_001.txt' mode='rt' encoding='cp1252'>,5601,209,27.784688995215305,1.723085163363685,32.86053584928874,15.578433635825457,8,0,8,1,0,0,8.0,harding,7.0,1921
327,327,<_io.TextIOWrapper name='corpus/harding/harding_speeches_002.txt' mode='rt' encoding='cp1252'>,5746,227,26.29515418502203,1.7267664462234598,34.060977151697976,15.040954197595417,29,1,28,1,0,0,8.0,harding,7.0,1922
328,328,<_io.TextIOWrapper name='corpus/harding/harding_speeches_003.txt' mode='rt' encoding='cp1252'>,438,18,24.944444444444446,1.6575342465753424,41.28899162861495,13.697237442922376,2,2,0,0,0,0,8.0,harding,6.0,1917
329,329,<_io.TextIOWrapper name='corpus/harding/harding_speeches_004.txt' mode='rt' encoding='cp1252'>,545,28,20.214285714285715,1.6275229357798164,48.62905963302754,11.498342070773266,2,0,2,0,0,0,8.0,harding,6.0,1919
330,330,<_io.TextIOWrapper name='corpus/harding/harding_speeches_005.txt' mode='rt' encoding='cp1252'>,492,27,18.962962962962962,1.8191056910569103,33.691251129178,13.2710027100271,1,0,1,1,0,1,8.0,harding,7.0,1920
331,331,<_io.TextIOWrapper name='corpus/harding/harding_speeches_006.txt' mode='rt' encoding='cp1252'>,553,21,27.0,1.6401446654611211,40.673761301989174,14.293707052441233,2,0,2,0,0,1,8.0,harding,7.0,1920
