,Unnamed: 0,speech,word_count,sentence_count,average_words,average_syl_per_word,flesch_kincaid_score,flesch_kincaid_grade_level,total_gendered_terms,female_gendered_terms,male_gendered_terms,terms_of_equality,terms_for_race,terms_for_religion,political_party,president,time_period,year
469,469,<_io.TextIOWrapper name='corpus/johnson/johnson_speeches_030.txt' mode='rt' encoding='cp1252'>,9827,304,33.05921052631579,1.706929887045894,28.873632871706857,17.444864772404703,21,1,20,5,7,0,6.0,johnson,4.0,1868
470,470,<_io.TextIOWrapper name='corpus/jqadams/jqadams_speeches_000.txt' mode='rt' encoding='cp1252'>,2912,75,39.8,1.7098214285714286,21.78710714285717,20.107892857142858,14,2,12,6,2,0,2.0,jqadams,2.0,1825
471,471,<_io.TextIOWrapper name='corpus/jqadams/jqadams_speeches_001.txt' mode='rt' encoding='cp1252'>,456,28,17.178571428571427,1.631578947368421,51.3671710526316,10.362274436090226,29,29,0,4,1,0,2.0,jqadams,2.0,1821
472,472,<_io.TextIOWrapper name='corpus/jqadams/jqadams_speeches_002.txt' mode='rt' encoding='cp1252'>,1060,26,41.346153846153854,1.7424528301886792,17.457144412191578,21.095943396226424,0,0,0,0,3,0,2.0,jqadams,2.0,1825
473,473,<_io.TextIOWrapper name='corpus/jqadams/jqadams_speeches_003.txt' mode='rt' encoding='cp1252'>,1476,25,59.52,1.6178861788617886,9.549029268292683,26.71385691056911,7,0,7,0,6,0,2.0,jqadams,2.0,1827
474,474,<_io.TextIOWrapper name='corpus/jqadams/jqadams_speeches_004.txt' mode='rt' encoding='cp1252'>,7732,192,41.255208333333336,1.6550698396275219,24.94205510917831,20.02935535760476,27,3,24,7,4,0,2.0,jqadams,2.0,1826
475,475,<_io.TextIOWrapper name='corpus/jqadams/jqadams_speeches_005.txt' mode='rt' encoding='cp1252'>,8987,204,45.03921568627451,1.6671859352397909,20.076265957145072,21.6480881534766,47,4,43,7,9,1,2.0,jqadams,2.0,1825
476,476,<_io.TextIOWrapper name='corpus/jqadams/jqadams_speeches_006.txt' mode='rt' encoding='cp1252'>,6923,170,41.71176470588235,1.6729741441571573,22.96394622783393,20.418683136348573,14,0,14,5,3,0,2.0,jqadams,2.0,1827
477,477,<_io.TextIOWrapper name='corpus/jqadams/jqadams_speeches_007.txt' mode='rt' encoding='cp1252'>,7283,203,36.862068965517246,1.6679939585335712,28.30771110805989,18.468535607247862,26,4,22,6,11,3,2.0,jqadams,2.0,1828
478,478,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_000.txt' mode='rt' encoding='cp1252'>,10900,602,19.038205980066444,1.519816513761468,58.934743866012404,9.768735194611235,100,4,96,1,35,0,9.0,kennedy,9.0,1960
479,479,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_001.txt' mode='rt' encoding='cp1252'>,2619,127,21.598425196850396,1.5108820160366552,57.09197986849583,10.661793616004186,29,0,29,2,3,0,9.0,kennedy,9.0,1960
480,480,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_002.txt' mode='rt' encoding='cp1252'>,1608,40,40.625,1.5491293532338308,34.54428171641794,18.533476368159203,15,0,15,2,2,14,9.0,kennedy,9.0,1960
481,481,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_003.txt' mode='rt' encoding='cp1252'>,10973,614,18.75732899022801,1.5030529481454482,60.63803166181369,9.461383094305212,100,1,99,1,6,0,9.0,kennedy,9.0,1960
482,482,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_004.txt' mode='rt' encoding='cp1252'>,11294,649,18.295839753466872,1.5110678236231627,60.42838477171158,9.375977822605405,108,5,103,8,16,0,9.0,kennedy,9.0,1960
483,483,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_005.txt' mode='rt' encoding='cp1252'>,10868,626,18.250798722044724,1.5134339344865662,60.27392843956113,9.386331928538926,119,3,116,1,13,2,9.0,kennedy,9.0,1960
484,484,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_006.txt' mode='rt' encoding='cp1252'>,943,33,28.78787878787879,1.5185577942735948,49.14531363475692,13.556254699701144,13,0,13,0,0,1,9.0,kennedy,9.0,1961
485,485,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_007.txt' mode='rt' encoding='cp1252'>,1398,56,25.42857142857143,1.4570815450643777,57.755901287553655,11.520705088902512,6,0,6,0,0,1,9.0,kennedy,9.0,1961
486,486,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_008.txt' mode='rt' encoding='cp1252'>,5157,212,25.311320754716984,1.6835369400814426,38.71678430307225,14.147150987300645,21,1,20,3,5,1,9.0,kennedy,9.0,1961
487,487,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_009.txt' mode='rt' encoding='cp1252'>,973,41,24.65853658536585,1.4964028776978415,55.210901912616265,11.684383225127215,10,4,6,0,0,0,9.0,kennedy,9.0,1961
488,488,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_010.txt' mode='rt' encoding='cp1252'>,428,19,23.105263157894736,1.5443925233644857,52.72755041810135,11.644884407279886,9,4,5,0,0,0,9.0,kennedy,9.0,1961
489,489,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_011.txt' mode='rt' encoding='cp1252'>,2431,86,29.232558139534888,1.6758535582064993,35.38674246410228,15.5857696612553,20,7,13,1,13,0,9.0,kennedy,9.0,1961
490,490,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_012.txt' mode='rt' encoding='cp1252'>,1511,64,24.265625,1.5883520847121109,47.83080425835541,12.616148349602911,7,1,6,0,2,0,9.0,kennedy,9.0,1961
491,491,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_013.txt' mode='rt' encoding='cp1252'>,7632,332,23.978915662650603,1.7864255765199162,31.364796828824748,14.841598911368745,5,0,5,10,1,0,9.0,kennedy,9.0,1961
492,492,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_014.txt' mode='rt' encoding='cp1252'>,2462,96,26.22916666666667,1.6364744110479286,41.7666606586786,13.94977305036556,19,0,19,0,1,0,9.0,kennedy,9.0,1961
493,493,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_015.txt' mode='rt' encoding='cp1252'>,619,27,23.81481481481481,1.5702746365105007,49.81772871417461,12.227018488601685,17,3,14,0,1,0,9.0,kennedy,9.0,1961
494,494,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_016.txt' mode='rt' encoding='cp1252'>,2939,123,24.869918699186996,1.5852330724736303,47.48131458905607,12.815018547871768,8,1,7,1,2,0,9.0,kennedy,9.0,1961
495,495,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_017.txt' mode='rt' encoding='cp1252'>,5952,233,26.53218884120172,1.6344086021505375,41.63386058424479,14.043575153445016,14,0,14,1,6,0,9.0,kennedy,9.0,1961
496,496,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_018.txt' mode='rt' encoding='cp1252'>,6368,293,22.72354948805461,1.5527638190954771,52.40677817414721,11.594797365667931,78,0,78,0,8,0,9.0,kennedy,9.0,1961
497,497,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_019.txt' mode='rt' encoding='cp1252'>,1310,47,28.80851063829787,1.583206106870229,43.65512506090632,14.327151210004876,8,0,8,0,1,1,9.0,kennedy,9.0,1961
498,498,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_020.txt' mode='rt' encoding='cp1252'>,4040,191,22.136125654450264,1.5594059405940597,52.4410898864756,11.444079104245509,17,0,17,0,2,0,9.0,kennedy,9.0,1961
499,499,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_021.txt' mode='rt' encoding='cp1252'>,4429,217,21.3963133640553,1.612779408444344,48.67660398109237,11.785359231624827,21,1,20,4,2,0,9.0,kennedy,9.0,1961
500,500,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_022.txt' mode='rt' encoding='cp1252'>,1892,61,31.9672131147541,1.5935517970401691,39.573796658926284,15.681124319828095,22,5,17,1,0,0,9.0,kennedy,9.0,1961
501,501,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_023.txt' mode='rt' encoding='cp1252'>,1036,35,30.514285714285716,1.5096525096525095,48.14639768339769,14.124471042471047,14,0,14,0,2,0,9.0,kennedy,9.0,1961
502,502,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_024.txt' mode='rt' encoding='cp1252'>,2136,91,24.12087912087912,1.5491573033707866,51.29359982713916,12.097199036918138,6,1,5,0,0,0,9.0,kennedy,9.0,1961
503,503,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_025.txt' mode='rt' encoding='cp1252'>,6508,223,30.170403587443943,1.6210817455439461,39.0685246857266,15.305221996521704,5,1,4,2,8,0,9.0,kennedy,9.0,1961
504,504,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_026.txt' mode='rt' encoding='cp1252'>,4157,162,26.641975308641968,1.4904979552561943,53.697268047054386,12.388246242393466,14,4,10,1,9,0,9.0,kennedy,9.0,1961
505,505,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_027.txt' mode='rt' encoding='cp1252'>,472,21,23.33333333333333,1.4152542372881356,63.421158192090395,10.209999999999997,2,2,0,0,1,0,9.0,kennedy,9.0,1961
506,506,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_028.txt' mode='rt' encoding='cp1252'>,6366,267,24.831460674157306,1.6765629908890984,39.79383838651262,13.877712955412711,19,1,18,3,9,1,9.0,kennedy,9.0,1962
507,507,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_029.txt' mode='rt' encoding='cp1252'>,2245,97,23.824742268041238,1.6253897550111358,45.14491332399609,12.881248593667483,14,3,11,0,0,0,9.0,kennedy,9.0,1962
508,508,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_030.txt' mode='rt' encoding='cp1252'>,2350,74,32.71621621621622,1.5591489361702129,41.724040540540564,15.567281771132837,13,1,12,0,2,1,9.0,kennedy,9.0,1962
509,509,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_031.txt' mode='rt' encoding='cp1252'>,3924,150,26.84,1.6144240570846076,43.0121247706422,13.927803873598373,4,0,4,1,2,0,9.0,kennedy,9.0,1962
510,510,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_032.txt' mode='rt' encoding='cp1252'>,2219,83,27.325301204819283,1.4389364578639026,57.3657949418223,12.04631767267357,12,0,12,0,1,1,9.0,kennedy,9.0,1962
511,511,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_033.txt' mode='rt' encoding='cp1252'>,1146,45,26.4,1.599476439790576,44.723293193717296,13.579821989528794,8,1,7,0,2,0,9.0,kennedy,9.0,1962
512,512,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_034.txt' mode='rt' encoding='cp1252'>,2423,97,25.948453608247426,1.6669418076764342,39.47404265820256,14.199810237798419,6,0,6,0,4,1,9.0,kennedy,9.0,1962
513,513,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_035.txt' mode='rt' encoding='cp1252'>,5311,231,23.97835497835498,1.6157032573903218,45.808474121748475,12.826856878764243,18,5,13,1,9,1,9.0,kennedy,9.0,1963
514,514,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_036.txt' mode='rt' encoding='cp1252'>,2020,89,23.37078651685393,1.6232673267326734,45.78523584380912,12.67916119701858,42,2,40,4,1,0,9.0,kennedy,9.0,1963
515,515,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_037.txt' mode='rt' encoding='cp1252'>,2185,75,30.09333333333333,1.6503432494279175,36.67122776506485,15.620450343249429,9,0,9,0,1,0,9.0,kennedy,9.0,1963
516,516,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_038.txt' mode='rt' encoding='cp1252'>,3497,162,22.308641975308642,1.5510437517872462,52.973426993860734,11.412686641459874,24,2,22,0,4,0,9.0,kennedy,9.0,1963
517,517,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_039.txt' mode='rt' encoding='cp1252'>,1993,77,26.376623376623375,1.5534370296036126,48.641954568261646,13.027440066205747,21,0,21,12,4,0,9.0,kennedy,9.0,1963
518,518,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_040.txt' mode='rt' encoding='cp1252'>,683,26,26.884615384615387,1.4172767203513907,59.64550484288772,11.618865300146416,1,0,1,0,0,0,9.0,kennedy,9.0,1963
519,519,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_041.txt' mode='rt' encoding='cp1252'>,3139,131,24.641221374045802,1.554953806944887,50.2750682378061,12.368531257827529,2,0,2,0,3,0,9.0,kennedy,9.0,1963
520,520,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_042.txt' mode='rt' encoding='cp1252'>,3498,164,22.310975609756103,1.615494568324757,47.518519275823145,12.174116394037016,14,0,14,2,6,2,9.0,kennedy,9.0,1963
521,521,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_043.txt' mode='rt' encoding='cp1252'>,3761,128,30.0390625,1.5245945227333155,47.364654939261534,14.115449743253127,14,4,10,1,7,0,9.0,kennedy,9.0,1963
522,522,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_044.txt' mode='rt' encoding='cp1252'>,1878,91,21.37362637362637,1.5516506922257718,53.87112066846896,11.055192453978396,39,1,38,0,0,0,9.0,kennedy,9.0,1963
523,523,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_000.txt' mode='rt' encoding='cp1252'>,1185,63,19.555555555555557,1.5763713080168775,53.62509845288327,10.63784810126583,9,1,8,0,1,0,9.0,lbjohnson,9.0,1964
524,524,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_001.txt' mode='rt' encoding='cp1252'>,694,36,20.194444444444443,1.4726224783861672,61.75377721741918,9.662778578290107,7,0,7,0,4,0,9.0,lbjohnson,9.0,1963
525,525,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_002.txt' mode='rt' encoding='cp1252'>,1660,76,22.394736842105264,1.4849397590361446,58.47843849080533,10.66623652504756,15,0,15,3,2,0,9.0,lbjohnson,9.0,1963
526,526,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_003.txt' mode='rt' encoding='cp1252'>,2049,97,22.09278350515464,1.4367984382625671,62.85767686525489,9.980407138508603,24,0,24,0,0,6,9.0,lbjohnson,9.0,1963
527,527,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_004.txt' mode='rt' encoding='cp1252'>,3063,145,22.103448275862064,1.5439111981717268,53.785112634671925,11.248496966012585,27,2,25,0,4,0,9.0,lbjohnson,9.0,1963
528,528,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_005.txt' mode='rt' encoding='cp1252'>,3232,133,25.278195488721806,1.5714727722772277,48.23103504429392,12.811874953472794,21,1,20,2,3,0,9.0,lbjohnson,9.0,1964
529,529,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_006.txt' mode='rt' encoding='cp1252'>,3967,215,19.362790697674424,1.5613813965213008,55.08890129615844,10.385788851044378,24,3,21,1,2,0,9.0,lbjohnson,9.0,1964
530,530,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_007.txt' mode='rt' encoding='cp1252'>,8493,531,16.91713747645951,1.5524549629106323,58.3264155991541,9.326652178164675,100,2,98,0,6,0,9.0,lbjohnson,9.0,1964
531,531,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_008.txt' mode='rt' encoding='cp1252'>,4702,355,14.157746478873241,1.5665674181199492,59.933283750996026,8.417016660575964,29,5,24,0,10,0,9.0,lbjohnson,9.0,1964
532,532,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_009.txt' mode='rt' encoding='cp1252'>,4585,279,17.365591397849464,1.5145038167938931,61.08190183041946,9.05372568332923,27,4,23,1,2,0,9.0,lbjohnson,9.0,1964
533,533,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_010.txt' mode='rt' encoding='cp1252'>,8695,433,21.073903002309468,1.591949396204715,50.76606953373701,11.413825046116333,22,2,20,0,10,0,9.0,lbjohnson,9.0,1964
534,534,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_011.txt' mode='rt' encoding='cp1252'>,4489,283,16.770318021201412,1.563377144130096,57.55142081507447,9.398274329003684,21,0,21,2,9,0,9.0,lbjohnson,9.0,1964
535,535,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_012.txt' mode='rt' encoding='cp1252'>,1829,94,19.97872340425532,1.490978676872608,60.41979968125824,9.795250514756349,23,1,22,2,2,1,9.0,lbjohnson,9.0,1964
536,536,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_013.txt' mode='rt' encoding='cp1252'>,4505,252,18.76984126984127,1.5611542730299668,55.709959612775954,10.151858516991703,42,2,40,1,13,1,9.0,lbjohnson,9.0,1964
537,537,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_014.txt' mode='rt' encoding='cp1252'>,556,27,21.185185185185187,1.6456834532374098,46.10721689315218,12.091286970423665,2,0,2,0,0,0,9.0,lbjohnson,9.0,1964
538,538,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_015.txt' mode='rt' encoding='cp1252'>,1049,62,17.35483870967742,1.569113441372736,56.47284156954396,9.69392570497248,9,0,9,4,3,2,9.0,lbjohnson,9.0,1964
539,539,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_016.txt' mode='rt' encoding='cp1252'>,1074,60,18.85,1.6350093109869646,49.38046229050283,11.054609869646184,3,0,3,0,0,0,9.0,lbjohnson,9.0,1964
540,540,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_017.txt' mode='rt' encoding='cp1252'>,4549,267,18.026217228464414,1.438118267751154,66.873584061361,8.410020278564744,68,6,62,0,0,0,9.0,lbjohnson,9.0,1964
541,541,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_018.txt' mode='rt' encoding='cp1252'>,4532,216,21.537037037037038,1.379523389232127,68.26722867836948,9.087820437383543,86,6,80,1,3,0,9.0,lbjohnson,9.0,1964
542,542,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_019.txt' mode='rt' encoding='cp1252'>,3874,247,16.672064777327936,1.4532782653588023,66.9655130016575,8.060788794391764,68,0,68,2,6,0,9.0,lbjohnson,9.0,1964
543,543,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_020.txt' mode='rt' encoding='cp1252'>,4413,254,17.70866141732283,1.5372762293224564,58.80713966073753,9.456237458760892,28,0,28,0,6,2,9.0,lbjohnson,9.0,1965
544,544,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_021.txt' mode='rt' encoding='cp1252'>,1502,93,16.752688172043012,1.427430093209055,69.07043561989033,7.787223486963622,16,0,16,0,0,3,9.0,lbjohnson,9.0,1965
545,545,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_022.txt' mode='rt' encoding='cp1252'>,4466,245,19.146938775510204,1.5535154500671742,55.97345006717421,10.208788433241633,37,0,37,0,3,0,9.0,lbjohnson,9.0,1965
546,546,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_023.txt' mode='rt' encoding='cp1252'>,3905,201,20.353233830845767,1.5282970550576185,56.88253680381703,10.38166644370975,41,0,41,2,4,1,9.0,lbjohnson,9.0,1965
547,547,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_024.txt' mode='rt' encoding='cp1252'>,3751,201,19.203980099502488,1.447880565182618,64.85226438455551,8.984542907960861,64,3,61,8,10,3,9.0,lbjohnson,9.0,1965
548,548,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_025.txt' mode='rt' encoding='cp1252'>,4767,267,18.801498127340825,1.5607300188797986,55.71371980351813,10.159198492444547,42,1,41,0,5,0,9.0,lbjohnson,9.0,1965
549,549,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_026.txt' mode='rt' encoding='cp1252'>,935,46,20.82608695652174,1.4887700534759358,59.74657521506629,10.09966054405952,14,1,13,0,1,0,9.0,lbjohnson,9.0,1965
550,550,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_027.txt' mode='rt' encoding='cp1252'>,776,36,22.472222222222218,1.5824742268041236,50.148374856815614,11.847362542955327,7,2,5,0,0,0,9.0,lbjohnson,9.0,1965
551,551,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_028.txt' mode='rt' encoding='cp1252'>,5622,358,16.223463687150836,1.469405905371754,66.05644476309153,8.076140521375525,26,4,22,2,0,0,9.0,lbjohnson,9.0,1965
552,552,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_029.txt' mode='rt' encoding='cp1252'>,4641,289,17.0,1.5266106442577032,60.42873949579834,9.054005602240895,47,2,45,0,1,0,9.0,lbjohnson,9.0,1965
553,553,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_030.txt' mode='rt' encoding='cp1252'>,257,14,18.785714285714285,1.7743190661478598,37.6601070038911,12.673393551973321,0,0,0,0,0,0,9.0,lbjohnson,9.0,1965
554,554,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_031.txt' mode='rt' encoding='cp1252'>,2680,131,21.083969465648856,1.6100746268656716,49.22245755953063,11.631628688617976,18,1,17,0,3,1,9.0,lbjohnson,9.0,1965
555,555,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_032.txt' mode='rt' encoding='cp1252'>,2426,138,18.557971014492754,1.5177246496290189,59.59915406167488,9.556759561274596,19,1,18,0,2,0,9.0,lbjohnson,9.0,1965
556,556,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_033.txt' mode='rt' encoding='cp1252'>,4544,247,19.323886639676115,1.5875880281690142,52.91130787763018,10.679854521868046,22,0,22,0,7,0,9.0,lbjohnson,9.0,1965
557,557,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_034.txt' mode='rt' encoding='cp1252'>,2871,170,17.870588235294118,1.5280390107976314,59.42425262769689,9.410389739176756,27,2,25,8,19,0,9.0,lbjohnson,9.0,1965
558,558,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_035.txt' mode='rt' encoding='cp1252'>,1123,56,21.0,1.4826357969723951,60.089011576135384,10.095102404274268,13,1,12,0,6,0,9.0,lbjohnson,9.0,1965
559,559,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_036.txt' mode='rt' encoding='cp1252'>,3621,173,21.91329479768786,1.6130903065451532,48.12556584662686,11.990650588331075,24,0,24,4,0,0,9.0,lbjohnson,9.0,1965
560,560,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_037.txt' mode='rt' encoding='cp1252'>,4260,262,17.17557251908397,1.5417840375586855,58.96686431566496,9.301524925635238,45,3,42,1,2,0,9.0,lbjohnson,9.0,1965
561,561,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_038.txt' mode='rt' encoding='cp1252'>,5176,275,19.75636363636364,1.5195131375579598,58.23147947168754,10.045236841365746,61,5,56,1,6,0,9.0,lbjohnson,9.0,1965
562,562,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_039.txt' mode='rt' encoding='cp1252'>,1890,108,18.064814814814813,1.4809523809523808,63.21064153439156,8.930515873015873,16,2,14,2,3,0,9.0,lbjohnson,9.0,1965
563,563,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_040.txt' mode='rt' encoding='cp1252'>,4865,264,19.359848484848484,1.5687564234326823,54.46796036547389,10.471666705596565,31,3,28,1,2,0,9.0,lbjohnson,9.0,1965
564,564,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_041.txt' mode='rt' encoding='cp1252'>,5613,258,22.143410852713174,1.523962230536255,55.43223328112899,11.028684552885952,21,2,19,3,3,1,9.0,lbjohnson,9.0,1966
565,565,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_042.txt' mode='rt' encoding='cp1252'>,817,38,22.421052631578952,1.5287637698898409,54.74421664626684,11.19362301101591,3,0,3,0,0,0,9.0,lbjohnson,9.0,1966
566,566,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_043.txt' mode='rt' encoding='cp1252'>,1583,80,20.75,1.595072646873026,50.83060407454204,11.324357233101706,13,8,5,0,1,0,9.0,lbjohnson,9.0,1966
567,567,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_044.txt' mode='rt' encoding='cp1252'>,3874,206,19.791262135922327,1.4958699019101704,60.19627523043843,9.779857075549721,79,3,76,1,2,1,9.0,lbjohnson,9.0,1966
568,568,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_045.txt' mode='rt' encoding='cp1252'>,3818,198,20.267676767676765,1.4756416972236772,61.42402049568499,9.726965966633331,22,4,18,0,2,0,9.0,lbjohnson,9.0,1966
569,569,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_046.txt' mode='rt' encoding='cp1252'>,4886,311,16.662379421221864,1.5689725747032337,57.187605067566246,9.422204355774683,45,0,45,1,10,1,9.0,lbjohnson,9.0,1966
570,570,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_047.txt' mode='rt' encoding='cp1252'>,2538,135,19.11111111111111,1.4940898345153664,61.03722222222224,9.49359338061466,19,3,16,0,8,0,9.0,lbjohnson,9.0,1966
571,571,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_048.txt' mode='rt' encoding='cp1252'>,4085,201,21.2089552238806,1.5414932680538556,54.897579970405026,10.871113100348932,20,1,19,5,5,0,9.0,lbjohnson,9.0,1966
572,572,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_049.txt' mode='rt' encoding='cp1252'>,3899,235,17.506382978723405,1.5742498076429854,55.88448754999922,9.813637091889358,17,3,14,4,6,0,9.0,lbjohnson,9.0,1966
573,573,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_050.txt' mode='rt' encoding='cp1252'>,845,49,18.183673469387763,1.6520710059171595,48.613364327979724,10.996070522883713,4,1,3,0,2,0,9.0,lbjohnson,9.0,1966
574,574,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_051.txt' mode='rt' encoding='cp1252'>,330,19,18.210526315789476,1.5484848484848486,57.34949760765551,9.784226475279107,1,0,1,0,2,0,9.0,lbjohnson,9.0,1966
575,575,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_052.txt' mode='rt' encoding='cp1252'>,3184,213,15.863849765258214,1.4836683417085428,65.21485077972021,8.104187840611512,13,1,12,0,3,0,9.0,lbjohnson,9.0,1966
576,576,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_053.txt' mode='rt' encoding='cp1252'>,14184,735,20.293877551020405,1.5764241398759165,52.87123205221178,10.926417095433774,52,16,36,2,26,2,9.0,lbjohnson,9.0,1967
577,577,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_054.txt' mode='rt' encoding='cp1252'>,3248,202,17.0,1.4766009852216748,64.65955665024633,8.463891625615762,4,0,4,0,3,0,9.0,lbjohnson,9.0,1967
