,speech,word_count,sentence_count,average_words,average_syl_per_word,flesch_kincaid_score,flesch_kincaid_grade_level,total_gendered_terms,female_gendered_terms,male_gendered_terms,terms_of_equality,terms_for_race,terms_for_religion,political_party,president,time_period
502,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_024.txt' mode='rt' encoding='cp1252'>,2136,91,24.12087912087912,1.5491573033707866,51.29359982713916,12.097199036918138,6,1,5,0,0,0,9.0,kennedy,9.0
503,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_025.txt' mode='rt' encoding='cp1252'>,6508,223,30.170403587443946,1.621081745543946,39.0685246857266,15.305221996521702,5,1,4,2,8,0,9.0,kennedy,9.0
504,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_026.txt' mode='rt' encoding='cp1252'>,4157,162,26.641975308641975,1.4904979552561943,53.69726804705438,12.388246242393464,14,4,10,1,9,0,9.0,kennedy,9.0
505,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_027.txt' mode='rt' encoding='cp1252'>,472,21,23.333333333333332,1.4152542372881356,63.4211581920904,10.209999999999997,2,2,0,0,1,0,9.0,kennedy,9.0
506,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_028.txt' mode='rt' encoding='cp1252'>,6366,267,24.831460674157302,1.6765629908890984,39.79383838651262,13.877712955412711,19,1,18,3,9,1,9.0,kennedy,9.0
507,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_029.txt' mode='rt' encoding='cp1252'>,2245,97,23.824742268041238,1.6253897550111358,45.14491332399609,12.881248593667486,14,3,11,0,0,0,9.0,kennedy,9.0
508,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_030.txt' mode='rt' encoding='cp1252'>,2350,74,32.71621621621622,1.5591489361702127,41.72404054054056,15.567281771132837,13,1,12,0,2,1,9.0,kennedy,9.0
509,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_031.txt' mode='rt' encoding='cp1252'>,3924,150,26.84,1.6144240570846076,43.0121247706422,13.927803873598371,4,0,4,1,2,0,9.0,kennedy,9.0
510,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_032.txt' mode='rt' encoding='cp1252'>,2219,83,27.325301204819276,1.4389364578639026,57.3657949418223,12.04631767267357,12,0,12,0,1,1,9.0,kennedy,9.0
511,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_033.txt' mode='rt' encoding='cp1252'>,1146,45,26.4,1.5994764397905759,44.723293193717296,13.579821989528796,8,1,7,0,2,0,9.0,kennedy,9.0
512,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_034.txt' mode='rt' encoding='cp1252'>,2423,97,25.948453608247423,1.6669418076764342,39.47404265820256,14.19981023779842,6,0,6,0,4,1,9.0,kennedy,9.0
513,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_035.txt' mode='rt' encoding='cp1252'>,5311,231,23.97835497835498,1.615703257390322,45.808474121748475,12.826856878764243,18,5,13,1,9,1,9.0,kennedy,9.0
514,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_036.txt' mode='rt' encoding='cp1252'>,2020,89,23.370786516853933,1.6232673267326734,45.78523584380912,12.67916119701858,42,2,40,4,1,0,9.0,kennedy,9.0
515,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_037.txt' mode='rt' encoding='cp1252'>,2185,75,30.093333333333334,1.6503432494279175,36.671227765064856,15.620450343249427,9,0,9,0,1,0,9.0,kennedy,9.0
516,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_038.txt' mode='rt' encoding='cp1252'>,3497,162,22.308641975308642,1.5510437517872462,52.97342699386073,11.412686641459874,24,2,22,0,4,0,9.0,kennedy,9.0
517,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_039.txt' mode='rt' encoding='cp1252'>,1993,77,26.376623376623378,1.5534370296036126,48.64195456826164,13.027440066205749,21,0,21,12,4,0,9.0,kennedy,9.0
518,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_040.txt' mode='rt' encoding='cp1252'>,683,26,26.884615384615383,1.417276720351391,59.64550484288772,11.618865300146414,1,0,1,0,0,0,9.0,kennedy,9.0
519,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_041.txt' mode='rt' encoding='cp1252'>,3139,131,24.641221374045802,1.554953806944887,50.275068237806096,12.36853125782753,2,0,2,0,3,0,9.0,kennedy,9.0
520,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_042.txt' mode='rt' encoding='cp1252'>,3498,164,22.3109756097561,1.615494568324757,47.51851927582314,12.174116394037014,14,0,14,2,6,2,9.0,kennedy,9.0
521,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_043.txt' mode='rt' encoding='cp1252'>,3761,128,30.0390625,1.5245945227333155,47.36465493926153,14.115449743253127,14,4,10,1,7,0,9.0,kennedy,9.0
522,<_io.TextIOWrapper name='corpus/kennedy/kennedy_speeches_044.txt' mode='rt' encoding='cp1252'>,1878,91,21.373626373626372,1.551650692225772,53.87112066846896,11.055192453978396,39,1,38,0,0,0,9.0,kennedy,9.0
523,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_000.txt' mode='rt' encoding='cp1252'>,1185,63,19.555555555555557,1.5763713080168777,53.625098452883265,10.637848101265828,9,1,8,0,1,0,9.0,lbjohnson,9.0
524,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_001.txt' mode='rt' encoding='cp1252'>,694,36,20.194444444444443,1.4726224783861672,61.75377721741917,9.662778578290109,7,0,7,0,4,0,9.0,lbjohnson,9.0
525,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_002.txt' mode='rt' encoding='cp1252'>,1660,76,22.394736842105264,1.4849397590361446,58.47843849080533,10.666236525047559,15,0,15,3,2,0,9.0,lbjohnson,9.0
526,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_003.txt' mode='rt' encoding='cp1252'>,2049,97,22.09278350515464,1.4367984382625671,62.85767686525489,9.980407138508603,24,0,24,0,0,6,9.0,lbjohnson,9.0
527,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_004.txt' mode='rt' encoding='cp1252'>,3063,145,22.103448275862068,1.543911198171727,53.78511263467192,11.248496966012585,27,2,25,0,4,0,9.0,lbjohnson,9.0
528,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_005.txt' mode='rt' encoding='cp1252'>,3232,133,25.278195488721803,1.5714727722772277,48.23103504429392,12.811874953472792,21,1,20,2,3,0,9.0,lbjohnson,9.0
529,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_006.txt' mode='rt' encoding='cp1252'>,3967,215,19.36279069767442,1.5613813965213008,55.08890129615844,10.385788851044378,24,3,21,1,2,0,9.0,lbjohnson,9.0
530,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_007.txt' mode='rt' encoding='cp1252'>,8493,531,16.91713747645951,1.5524549629106323,58.3264155991541,9.326652178164675,100,2,98,0,6,0,9.0,lbjohnson,9.0
531,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_008.txt' mode='rt' encoding='cp1252'>,4702,355,14.15774647887324,1.566567418119949,59.933283750996026,8.417016660575964,29,5,24,0,10,0,9.0,lbjohnson,9.0
532,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_009.txt' mode='rt' encoding='cp1252'>,4585,279,17.365591397849464,1.5145038167938931,61.08190183041947,9.05372568332923,27,4,23,1,2,0,9.0,lbjohnson,9.0
533,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_010.txt' mode='rt' encoding='cp1252'>,8695,433,21.073903002309468,1.5919493962047153,50.76606953373701,11.413825046116333,22,2,20,0,10,0,9.0,lbjohnson,9.0
534,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_011.txt' mode='rt' encoding='cp1252'>,4489,283,16.770318021201412,1.5633771441300959,57.551420815074465,9.398274329003684,21,0,21,2,9,0,9.0,lbjohnson,9.0
535,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_012.txt' mode='rt' encoding='cp1252'>,1829,94,19.97872340425532,1.4909786768726079,60.41979968125824,9.79525051475635,23,1,22,2,2,1,9.0,lbjohnson,9.0
536,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_013.txt' mode='rt' encoding='cp1252'>,4505,252,18.76984126984127,1.5611542730299668,55.70995961277595,10.151858516991705,42,2,40,1,13,1,9.0,lbjohnson,9.0
537,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_014.txt' mode='rt' encoding='cp1252'>,556,27,21.185185185185187,1.64568345323741,46.107216893152184,12.091286970423663,2,0,2,0,0,0,9.0,lbjohnson,9.0
538,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_015.txt' mode='rt' encoding='cp1252'>,1049,62,17.35483870967742,1.569113441372736,56.47284156954396,9.693925704972479,9,0,9,4,3,2,9.0,lbjohnson,9.0
539,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_016.txt' mode='rt' encoding='cp1252'>,1074,60,18.85,1.6350093109869646,49.380462290502834,11.054609869646185,3,0,3,0,0,0,9.0,lbjohnson,9.0
540,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_017.txt' mode='rt' encoding='cp1252'>,4549,267,18.026217228464418,1.4381182677511541,66.873584061361,8.410020278564744,68,6,62,0,0,0,9.0,lbjohnson,9.0
541,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_018.txt' mode='rt' encoding='cp1252'>,4532,216,21.537037037037038,1.379523389232127,68.26722867836948,9.087820437383545,86,6,80,1,3,0,9.0,lbjohnson,9.0
542,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_019.txt' mode='rt' encoding='cp1252'>,3874,247,16.672064777327936,1.4532782653588023,66.9655130016575,8.060788794391762,68,0,68,2,6,0,9.0,lbjohnson,9.0
543,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_020.txt' mode='rt' encoding='cp1252'>,4413,254,17.708661417322833,1.5372762293224564,58.80713966073753,9.456237458760892,28,0,28,0,6,2,9.0,lbjohnson,9.0
544,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_021.txt' mode='rt' encoding='cp1252'>,1502,93,16.752688172043012,1.4274300932090547,69.07043561989033,7.787223486963622,16,0,16,0,0,3,9.0,lbjohnson,9.0
545,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_022.txt' mode='rt' encoding='cp1252'>,4466,245,19.146938775510204,1.5535154500671742,55.97345006717421,10.208788433241633,37,0,37,0,3,0,9.0,lbjohnson,9.0
546,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_023.txt' mode='rt' encoding='cp1252'>,3905,201,20.35323383084577,1.5282970550576185,56.88253680381703,10.38166644370975,41,0,41,2,4,1,9.0,lbjohnson,9.0
547,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_024.txt' mode='rt' encoding='cp1252'>,3751,201,19.203980099502488,1.4478805651826179,64.85226438455551,8.984542907960861,64,3,61,8,10,3,9.0,lbjohnson,9.0
548,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_025.txt' mode='rt' encoding='cp1252'>,4767,267,18.801498127340825,1.5607300188797986,55.71371980351813,10.159198492444549,42,1,41,0,5,0,9.0,lbjohnson,9.0
549,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_026.txt' mode='rt' encoding='cp1252'>,935,46,20.82608695652174,1.4887700534759358,59.74657521506629,10.099660544059521,14,1,13,0,1,0,9.0,lbjohnson,9.0
550,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_027.txt' mode='rt' encoding='cp1252'>,776,36,22.47222222222222,1.5824742268041236,50.14837485681562,11.847362542955327,7,2,5,0,0,0,9.0,lbjohnson,9.0
551,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_028.txt' mode='rt' encoding='cp1252'>,5622,358,16.223463687150836,1.4694059053717539,66.05644476309153,8.076140521375525,26,4,22,2,0,0,9.0,lbjohnson,9.0
552,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_029.txt' mode='rt' encoding='cp1252'>,4641,289,17.0,1.526610644257703,60.42873949579834,9.054005602240895,47,2,45,0,1,0,9.0,lbjohnson,9.0
553,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_030.txt' mode='rt' encoding='cp1252'>,257,14,18.785714285714285,1.7743190661478598,37.660107003891085,12.67339355197332,0,0,0,0,0,0,9.0,lbjohnson,9.0
554,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_031.txt' mode='rt' encoding='cp1252'>,2680,131,21.083969465648856,1.6100746268656716,49.222457559530625,11.631628688617976,18,1,17,0,3,1,9.0,lbjohnson,9.0
555,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_032.txt' mode='rt' encoding='cp1252'>,2426,138,18.557971014492754,1.5177246496290189,59.59915406167488,9.556759561274596,19,1,18,0,2,0,9.0,lbjohnson,9.0
556,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_033.txt' mode='rt' encoding='cp1252'>,4544,247,19.323886639676115,1.587588028169014,52.91130787763018,10.679854521868048,22,0,22,0,7,0,9.0,lbjohnson,9.0
557,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_034.txt' mode='rt' encoding='cp1252'>,2871,170,17.870588235294118,1.5280390107976314,59.42425262769689,9.410389739176757,27,2,25,8,19,0,9.0,lbjohnson,9.0
558,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_035.txt' mode='rt' encoding='cp1252'>,1123,56,21.0,1.4826357969723953,60.08901157613538,10.095102404274268,13,1,12,0,6,0,9.0,lbjohnson,9.0
559,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_036.txt' mode='rt' encoding='cp1252'>,3621,173,21.91329479768786,1.6130903065451532,48.12556584662687,11.990650588331075,24,0,24,4,0,0,9.0,lbjohnson,9.0
560,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_037.txt' mode='rt' encoding='cp1252'>,4260,262,17.17557251908397,1.5417840375586855,58.966864315664964,9.301524925635238,45,3,42,1,2,0,9.0,lbjohnson,9.0
561,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_038.txt' mode='rt' encoding='cp1252'>,5176,275,19.756363636363638,1.5195131375579598,58.23147947168755,10.045236841365746,61,5,56,1,6,0,9.0,lbjohnson,9.0
562,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_039.txt' mode='rt' encoding='cp1252'>,1890,108,18.064814814814813,1.480952380952381,63.210641534391556,8.930515873015874,16,2,14,2,3,0,9.0,lbjohnson,9.0
563,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_040.txt' mode='rt' encoding='cp1252'>,4865,264,19.359848484848484,1.5687564234326825,54.467960365473886,10.471666705596565,31,3,28,1,2,0,9.0,lbjohnson,9.0
564,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_041.txt' mode='rt' encoding='cp1252'>,5613,258,22.143410852713178,1.523962230536255,55.43223328112899,11.028684552885952,21,2,19,3,3,1,9.0,lbjohnson,9.0
565,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_042.txt' mode='rt' encoding='cp1252'>,817,38,22.42105263157895,1.5287637698898409,54.744216646266835,11.193623011015912,3,0,3,0,0,0,9.0,lbjohnson,9.0
566,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_043.txt' mode='rt' encoding='cp1252'>,1583,80,20.75,1.5950726468730259,50.83060407454204,11.324357233101708,13,8,5,0,1,0,9.0,lbjohnson,9.0
567,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_044.txt' mode='rt' encoding='cp1252'>,3874,206,19.79126213592233,1.4958699019101704,60.19627523043843,9.779857075549721,79,3,76,1,2,1,9.0,lbjohnson,9.0
568,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_045.txt' mode='rt' encoding='cp1252'>,3818,198,20.267676767676768,1.4756416972236772,61.424020495685,9.726965966633333,22,4,18,0,2,0,9.0,lbjohnson,9.0
569,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_046.txt' mode='rt' encoding='cp1252'>,4886,311,16.662379421221864,1.5689725747032337,57.18760506756624,9.422204355774685,45,0,45,1,10,1,9.0,lbjohnson,9.0
570,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_047.txt' mode='rt' encoding='cp1252'>,2538,135,19.11111111111111,1.4940898345153664,61.03722222222224,9.493593380614659,19,3,16,0,8,0,9.0,lbjohnson,9.0
571,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_048.txt' mode='rt' encoding='cp1252'>,4085,201,21.208955223880597,1.5414932680538556,54.89757997040502,10.871113100348932,20,1,19,5,5,0,9.0,lbjohnson,9.0
572,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_049.txt' mode='rt' encoding='cp1252'>,3899,235,17.506382978723405,1.5742498076429854,55.88448754999922,9.813637091889358,17,3,14,4,6,0,9.0,lbjohnson,9.0
573,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_050.txt' mode='rt' encoding='cp1252'>,845,49,18.183673469387756,1.6520710059171597,48.613364327979724,10.996070522883713,4,1,3,0,2,0,9.0,lbjohnson,9.0
574,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_051.txt' mode='rt' encoding='cp1252'>,330,19,18.210526315789473,1.5484848484848486,57.34949760765551,9.784226475279109,1,0,1,0,2,0,9.0,lbjohnson,9.0
575,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_052.txt' mode='rt' encoding='cp1252'>,3184,213,15.863849765258216,1.4836683417085428,65.21485077972021,8.104187840611512,13,1,12,0,3,0,9.0,lbjohnson,9.0
576,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_053.txt' mode='rt' encoding='cp1252'>,14184,735,20.293877551020408,1.5764241398759165,52.87123205221178,10.926417095433774,52,16,36,2,26,2,9.0,lbjohnson,9.0
577,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_054.txt' mode='rt' encoding='cp1252'>,3248,202,17.0,1.4766009852216748,64.65955665024633,8.463891625615762,4,0,4,0,3,0,9.0,lbjohnson,9.0
578,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_055.txt' mode='rt' encoding='cp1252'>,4423,302,15.56953642384106,1.5209134071896901,62.362646281553566,8.428897410136358,28,0,28,1,2,0,9.0,lbjohnson,9.0
579,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_056.txt' mode='rt' encoding='cp1252'>,3416,161,22.198757763975156,1.6129976580796253,47.84365899602895,12.10088789328989,26,2,24,0,1,0,9.0,lbjohnson,9.0
580,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_057.txt' mode='rt' encoding='cp1252'>,916,46,20.456521739130434,1.6713973799126638,44.671412094171245,12.110532561230304,2,0,2,0,0,0,9.0,lbjohnson,9.0
581,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_058.txt' mode='rt' encoding='cp1252'>,1950,113,17.79646017699115,1.5261538461538462,59.658977535738615,9.359234853641933,9,1,8,1,1,1,9.0,lbjohnson,9.0
582,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_059.txt' mode='rt' encoding='cp1252'>,4320,263,17.365019011406844,1.519212962962963,60.68408903675541,9.109070377411634,28,0,28,1,1,0,9.0,lbjohnson,9.0
583,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_060.txt' mode='rt' encoding='cp1252'>,2862,155,18.961290322580645,1.5227113906359189,58.767906674781926,9.772897635310297,16,0,16,0,2,2,9.0,lbjohnson,9.0
584,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_061.txt' mode='rt' encoding='cp1252'>,5487,342,16.99122807017544,1.4428649535265172,67.5225284404286,8.062385398981327,42,1,41,0,1,0,9.0,lbjohnson,9.0
585,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_062.txt' mode='rt' encoding='cp1252'>,8944,644,14.801242236024844,1.4215116279069768,71.55185540950457,6.956321681352019,46,2,44,3,9,0,9.0,lbjohnson,9.0
586,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_063.txt' mode='rt' encoding='cp1252'>,9616,519,19.522157996146436,1.5998336106489184,51.67408617301288,10.901678224154349,24,0,24,4,4,0,9.0,lbjohnson,9.0
587,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_064.txt' mode='rt' encoding='cp1252'>,4193,195,21.876923076923077,1.537085618888624,54.592479718945526,11.079610302885765,18,2,16,0,0,1,9.0,lbjohnson,9.0
588,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_065.txt' mode='rt' encoding='cp1252'>,2560,107,24.897196261682243,1.510546875,53.77208016939254,11.944359667056077,32,4,28,1,0,0,9.0,lbjohnson,9.0
589,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_066.txt' mode='rt' encoding='cp1252'>,423,15,29.0,1.7281323877068557,31.200000000000017,16.111962174940903,0,0,0,0,0,0,9.0,lbjohnson,9.0
590,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_067.txt' mode='rt' encoding='cp1252'>,709,37,19.486486486486488,1.4485190409026798,64.51150535584952,9.102254412381352,2,0,2,2,3,1,9.0,lbjohnson,9.0
591,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_068.txt' mode='rt' encoding='cp1252'>,1176,51,23.50980392156863,1.6462585034013606,43.699079631852754,13.004673869547819,2,0,2,0,2,0,9.0,lbjohnson,9.0
592,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_069.txt' mode='rt' encoding='cp1252'>,2139,86,25.837209302325583,1.5530621785881253,49.22117224958416,12.81264533524686,9,0,9,0,1,2,9.0,lbjohnson,9.0
593,<_io.TextIOWrapper name='corpus/lbjohnson/lbjohnson_speeches_070.txt' mode='rt' encoding='cp1252'>,8165,423,20.29550827423168,1.5382731169626453,56.097153406615064,10.476871007109569,28,4,24,0,6,0,10.0,lbjohnson,9.0
594,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_000.txt' mode='rt' encoding='cp1252'>,33194,1285,26.8295719844358,1.528469000421763,50.29450700011654,12.909467278906767,425,46,379,18,68,12,5.0,lincoln,3.0
595,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_001.txt' mode='rt' encoding='cp1252'>,3150,110,29.60909090909091,1.573015873015873,43.70462987012991,14.519132756132759,61,0,61,0,2,0,5.0,lincoln,3.0
596,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_002.txt' mode='rt' encoding='cp1252'>,10765,449,24.968819599109132,1.5658151416627961,49.023687122231706,12.624458315273554,372,14,358,0,16,4,3.0,lincoln,3.0
597,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_003.txt' mode='rt' encoding='cp1252'>,156,10,16.4,1.435897435897436,68.71207692307695,7.749589743589745,1,0,1,0,0,0,4.0,lincoln,4.0
598,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_004.txt' mode='rt' encoding='cp1252'>,6185,206,31.009708737864077,1.5957962813257882,40.355780230906305,15.33418252741129,64,0,64,0,3,0,5.0,lincoln,4.0
599,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_005.txt' mode='rt' encoding='cp1252'>,3633,116,32.293103448275865,1.6218001651527663,36.85320602807599,16.14155229363023,13,0,13,3,4,0,4.0,lincoln,4.0
600,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_006.txt' mode='rt' encoding='cp1252'>,6251,196,32.66836734693877,1.598144296912494,38.4735996240602,16.00876596887355,50,5,45,1,1,1,4.0,lincoln,4.0
601,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_007.txt' mode='rt' encoding='cp1252'>,6977,225,31.995555555555555,1.6464096316468395,35.0732562737885,16.315900320099374,36,8,28,3,6,1,4.0,lincoln,4.0
602,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_008.txt' mode='rt' encoding='cp1252'>,711,17,42.705882352941174,1.7032348804500703,19.39485852568879,21.16346570695789,1,0,1,0,0,0,4.0,lincoln,4.0
603,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_009.txt' mode='rt' encoding='cp1252'>,3362,173,20.410404624277458,1.4646044021415825,62.21290688518053,9.652389748738884,20,0,20,0,10,0,4.0,lincoln,4.0
604,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_010.txt' mode='rt' encoding='cp1252'>,8403,344,25.15406976744186,1.6200166607164108,44.25020968943818,13.336283805755972,14,2,12,2,26,1,4.0,lincoln,4.0
605,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_011.txt' mode='rt' encoding='cp1252'>,6117,223,28.417040358744394,1.6854667320581984,35.40121850375087,15.381153178197057,19,1,18,0,9,2,4.0,lincoln,4.0
606,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_012.txt' mode='rt' encoding='cp1252'>,5873,237,25.50210970464135,1.6562233951983654,40.83385941600736,13.89925884815084,19,1,18,1,9,0,4.0,lincoln,4.0
607,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_013.txt' mode='rt' encoding='cp1252'>,283,11,26.454545454545453,1.4169611307420495,60.10872470285899,11.447414070028913,1,0,1,0,0,0,4.0,lincoln,4.0
608,<_io.TextIOWrapper name='corpus/lincoln/lincoln_speeches_014.txt' mode='rt' encoding='cp1252'>,703,27,26.925925925925927,1.4879089615931722,53.628087034402824,12.468436857910543,10,0,10,0,0,3,6.0,lincoln,4.0
609,<_io.TextIOWrapper name='corpus/madison/madison_speeches_000.txt' mode='rt' encoding='cp1252'>,1837,41,45.75609756097561,1.7011431682090365,16.47584894512528,22.32836743364712,5,1,4,1,1,0,2.0,madison,1.0
610,<_io.TextIOWrapper name='corpus/madison/madison_speeches_001.txt' mode='rt' encoding='cp1252'>,1122,26,44.03846153846154,1.6310160427807487,24.15200431921022,20.830989304812835,5,1,4,1,0,0,2.0,madison,1.0
611,<_io.TextIOWrapper name='corpus/madison/madison_speeches_002.txt' mode='rt' encoding='cp1252'>,1179,22,54.5,1.6692111959287532,10.302232824427506,25.36169211195929,1,0,1,0,0,0,2.0,madison,1.0
612,<_io.TextIOWrapper name='corpus/madison/madison_speeches_003.txt' mode='rt' encoding='cp1252'>,626,12,52.916666666666664,1.7348242811501597,6.358449148029848,25.518426517571886,2,0,2,0,0,0,2.0,madison,1.0
613,<_io.TextIOWrapper name='corpus/madison/madison_speeches_004.txt' mode='rt' encoding='cp1252'>,2452,65,38.69230769230769,1.719820554649266,22.065488768979833,19.793882544861344,1,0,1,2,1,0,2.0,madison,1.0
614,<_io.TextIOWrapper name='corpus/madison/madison_speeches_005.txt' mode='rt' encoding='cp1252'>,2279,48,48.416666666666664,1.7038174637999122,13.549125895860811,23.397546072838967,6,4,2,2,1,0,2.0,madison,1.0
615,<_io.TextIOWrapper name='corpus/madison/madison_speeches_006.txt' mode='rt' encoding='cp1252'>,348,7,50.285714285714285,1.8505747126436782,-0.7636206896551414,25.858210180623974,0,0,0,0,0,2,2.0,madison,1.0
