,speech,word_count,sentence_count,average_words,average_syl_per_word,flesch_kincaid_score,flesch_kincaid_grade_level,total_gendered_terms,female_gendered_terms,male_gendered_terms,terms_of_equality,terms_for_race,terms_for_religion,political_party,president,time_period
0,<_io.TextIOWrapper name='corpus/adams/adams_speeches_000.txt' mode='rt' encoding='cp1252'>,3034,79,39.379746835443036,1.7083058668424522,22.3418806271539,19.92611049456372,28,0,28,3,0,0,1.0,adams,0.0
1,<_io.TextIOWrapper name='corpus/adams/adams_speeches_001.txt' mode='rt' encoding='cp1252'>,2322,34,68.82352941176471,1.690353143841516,-6.024758321933405,31.19734356791813,14,0,14,3,1,3,1.0,adams,0.0
2,<_io.TextIOWrapper name='corpus/adams/adams_speeches_002.txt' mode='rt' encoding='cp1252'>,2224,59,38.66101694915254,1.681205035971223,25.36412175344472,19.326016034629927,12,5,7,1,4,1,1.0,adams,0.0
3,<_io.TextIOWrapper name='corpus/adams/adams_speeches_003.txt' mode='rt' encoding='cp1252'>,663,9,73.55555555555556,1.7315233785822022,-14.310766716943164,33.52864253393665,5,0,5,0,0,3,1.0,adams,0.0
4,<_io.TextIOWrapper name='corpus/adams/adams_speeches_004.txt' mode='rt' encoding='cp1252'>,1500,37,41.45945945945946,1.73,18.395648648648688,20.99318918918919,7,0,7,1,0,0,1.0,adams,0.0
5,<_io.TextIOWrapper name='corpus/adams/adams_speeches_005.txt' mode='rt' encoding='cp1252'>,2058,60,35.25,1.6749271137026238,29.357416180758037,17.921639941690966,5,0,5,0,3,2,1.0,adams,0.0
6,<_io.TextIOWrapper name='corpus/adams/adams_speeches_006.txt' mode='rt' encoding='cp1252'>,1268,64,20.234375,1.6246056782334384,48.85546899645115,11.471753253154574,58,3,55,0,0,0,1.0,adams,0.0
7,<_io.TextIOWrapper name='corpus/adams/adams_speeches_007.txt' mode='rt' encoding='cp1252'>,303,6,50.5,1.7557755775577557,7.03888613861389,24.82315181518152,0,0,0,0,0,0,1.0,adams,1.0
8,<_io.TextIOWrapper name='corpus/adams/adams_speeches_008.txt' mode='rt' encoding='cp1252'>,1379,38,37.23684210526316,1.6939811457577956,25.728800332048422,18.921345940994623,1,0,1,2,0,1,1.0,adams,1.0
9,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_000.txt' mode='rt' encoding='cp1252'>,3017,98,31.448979591836736,1.6566125290023201,34.764865760689446,16.223129883043708,2,1,1,0,1,0,8.0,arthur,5.0
10,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_001.txt' mode='rt' encoding='cp1252'>,444,15,30.266666666666666,1.7139639639639639,31.112981981982017,16.438774774774775,10,0,10,0,0,0,8.0,arthur,5.0
11,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_002.txt' mode='rt' encoding='cp1252'>,13317,494,27.293522267206477,1.687316963280018,36.385059805295924,14.96481385091474,54,6,48,2,20,0,10.0,arthur,10.0
12,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_003.txt' mode='rt' encoding='cp1252'>,1214,44,28.318181818181817,1.5049423393739703,50.77392354350758,13.212410513703759,2,2,0,0,0,0,8.0,arthur,5.0
13,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_004.txt' mode='rt' encoding='cp1252'>,839,26,32.80769230769231,1.6960667461263408,30.04794558540388,17.21858760429082,1,0,1,0,0,0,8.0,arthur,5.0
14,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_005.txt' mode='rt' encoding='cp1252'>,1690,44,38.81818181818182,1.685207100591716,24.866024744486282,19.43453469607316,8,0,8,3,0,0,8.0,arthur,5.0
15,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_006.txt' mode='rt' encoding='cp1252'>,10262,376,28.220744680851062,1.6832976028064706,35.78396695150877,15.27900213864827,36,4,32,1,6,0,8.0,arthur,5.0
16,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_007.txt' mode='rt' encoding='cp1252'>,8850,314,29.17515923566879,1.7212429378531073,31.605060833423323,16.098978768577496,20,1,19,5,8,0,8.0,arthur,5.0
17,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_008.txt' mode='rt' encoding='cp1252'>,8329,351,24.441595441595442,1.7195341577620362,36.55419088011237,14.232725283814254,22,1,21,3,7,0,8.0,arthur,5.0
18,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_009.txt' mode='rt' encoding='cp1252'>,341,12,28.416666666666668,1.721407624633431,32.360998289345076,15.80510997067449,0,0,0,0,7,0,8.0,arthur,5.0
19,<_io.TextIOWrapper name='corpus/arthur/arthur_speeches_010.txt' mode='rt' encoding='cp1252'>,1859,58,32.5,1.6863905325443787,31.1788609467456,16.98440828402367,0,0,0,1,1,0,8.0,arthur,5.0
20,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_000.txt' mode='rt' encoding='cp1252'>,12993,455,29.54945054945055,1.6647425536827523,36.00508765074687,15.578247847742194,34,4,30,5,19,1,8.0,bharrison,5.0
21,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_001.txt' mode='rt' encoding='cp1252'>,759,19,40.36842105263158,1.5573122529644268,34.11243603078847,18.52996879550655,4,1,3,0,0,0,8.0,bharrison,5.0
22,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_002.txt' mode='rt' encoding='cp1252'>,367,14,26.214285714285715,1.6021798365122615,44.6830858310627,13.539293499416114,2,0,2,0,0,3,8.0,bharrison,5.0
23,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_003.txt' mode='rt' encoding='cp1252'>,4390,153,29.45098039215686,1.6651480637813212,36.07072870606103,15.544629505560767,20,0,20,2,7,2,8.0,bharrison,5.0
24,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_004.txt' mode='rt' encoding='cp1252'>,292,15,20.133333333333333,1.606164383561644,50.51815981735163,11.2147397260274,15,0,15,0,0,0,8.0,bharrison,5.0
25,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_005.txt' mode='rt' encoding='cp1252'>,215,11,20.09090909090909,1.586046511627907,52.26319238900635,10.960803382663851,0,0,0,0,0,0,8.0,bharrison,5.0
26,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_006.txt' mode='rt' encoding='cp1252'>,383,9,42.77777777777778,1.723237597911227,17.629654772265752,21.42753698868582,0,0,0,0,0,0,8.0,bharrison,5.0
27,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_007.txt' mode='rt' encoding='cp1252'>,956,14,68.07142857142857,1.551255230125523,6.50630753138077,29.26266885833832,0,0,0,0,9,0,8.0,bharrison,5.0
28,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_008.txt' mode='rt' encoding='cp1252'>,497,12,41.75,1.6539235412474849,24.536818410462786,20.20879778672032,3,0,3,0,0,0,8.0,bharrison,5.0
29,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_009.txt' mode='rt' encoding='cp1252'>,11521,386,30.83937823834197,1.674594219251801,33.86236013938054,16.197569300124623,30,1,29,9,4,0,8.0,bharrison,5.0
30,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_010.txt' mode='rt' encoding='cp1252'>,16285,490,34.22857142857143,1.6377648142462389,33.538096714768216,17.084767665248474,80,10,70,12,26,0,8.0,bharrison,5.0
31,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_011.txt' mode='rt' encoding='cp1252'>,6013,186,33.075268817204304,1.5875602860468985,38.95600195097006,16.042566214063083,99,1,98,0,1,0,8.0,bharrison,5.0
32,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_012.txt' mode='rt' encoding='cp1252'>,310,20,16.2,1.5935483870967742,55.5778064516129,9.531870967741934,0,0,0,0,0,0,8.0,bharrison,5.0
33,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_013.txt' mode='rt' encoding='cp1252'>,7914,263,30.634980988593156,1.6373515289360627,37.22055494858708,15.678390626996872,29,1,28,8,10,1,8.0,bharrison,5.0
34,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_014.txt' mode='rt' encoding='cp1252'>,13663,466,30.313304721030043,1.6127497621313036,39.628365831846224,15.2626360343511,37,1,36,4,20,0,8.0,bharrison,5.0
35,<_io.TextIOWrapper name='corpus/bharrison/bharrison_speeches_015.txt' mode='rt' encoding='cp1252'>,662,30,22.8,1.7054380664652569,39.41293957703928,13.426169184290035,1,1,0,0,0,0,7.0,bharrison,5.0
36,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_000.txt' mode='rt' encoding='cp1252'>,16336,550,30.696363636363635,1.6755019588638589,33.93072518920846,16.152504932775354,68,4,64,12,8,1,5.0,buchanan,3.0
37,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_001.txt' mode='rt' encoding='cp1252'>,2825,88,32.82954545454545,1.647787610619469,34.1101795052293,16.657416532582463,8,0,8,4,2,2,5.0,buchanan,3.0
38,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_002.txt' mode='rt' encoding='cp1252'>,13640,418,33.6244019138756,1.664882697947214,31.85715581108198,17.169132582188613,78,20,58,9,11,2,5.0,buchanan,3.0
39,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_003.txt' mode='rt' encoding='cp1252'>,6668,207,32.92270531400966,1.6709658068386324,32.054746847731906,16.967251593159634,25,1,24,3,0,2,5.0,buchanan,3.0
40,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_004.txt' mode='rt' encoding='cp1252'>,2409,71,34.66197183098591,1.6787048567870486,29.634667707364997,17.73688632417168,41,0,41,1,0,1,5.0,buchanan,4.0
41,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_005.txt' mode='rt' encoding='cp1252'>,1140,35,33.17142857142857,1.7052631578947368,28.90073684210526,17.46896240601504,8,0,8,0,1,0,5.0,buchanan,3.0
42,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_006.txt' mode='rt' encoding='cp1252'>,3748,128,30.0234375,1.5835112059765208,42.396162911886364,14.804572855522949,12,0,12,1,0,0,5.0,buchanan,3.0
43,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_007.txt' mode='rt' encoding='cp1252'>,12329,428,29.799065420560748,1.654229864547003,36.64110205745442,15.551547915673329,97,14,83,1,15,4,5.0,buchanan,3.0
44,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_008.txt' mode='rt' encoding='cp1252'>,1432,43,33.97674418604651,1.592877094972067,37.59120241652596,16.456879953228533,11,0,11,0,2,0,5.0,buchanan,4.0
45,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_009.txt' mode='rt' encoding='cp1252'>,3301,106,31.933962264150942,1.694637988488337,31.05565447577351,16.86097354718125,54,0,54,0,0,0,5.0,buchanan,4.0
46,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_010.txt' mode='rt' encoding='cp1252'>,2017,75,27.626666666666665,1.6544372830937035,38.82853918360604,14.706759940505702,2,1,1,0,1,0,4.0,buchanan,4.0
47,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_011.txt' mode='rt' encoding='cp1252'>,14015,490,29.59591836734694,1.674420264002854,35.13918852250143,15.710567278498985,80,8,72,5,7,7,5.0,buchanan,4.0
48,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_012.txt' mode='rt' encoding='cp1252'>,592,14,42.92857142857143,1.6554054054054055,23.215202702702726,20.685926640926642,6,0,6,0,0,0,4.0,buchanan,4.0
49,<_io.TextIOWrapper name='corpus/buchanan/buchanan_speeches_013.txt' mode='rt' encoding='cp1252'>,760,22,35.09090909090909,1.6907894736842106,28.17693779904306,18.04677033492823,11,4,7,0,0,0,4.0,buchanan,4.0
50,<_io.TextIOWrapper name='corpus/bush/bush_speeches_000.txt' mode='rt' encoding='cp1252'>,15720,963,17.16926272066459,1.4627226463104326,65.66186246066285,8.366139687522296,173,13,160,0,6,3,10.0,bush,10.0
51,<_io.TextIOWrapper name='corpus/bush/bush_speeches_001.txt' mode='rt' encoding='cp1252'>,2325,149,16.40268456375839,1.398279569892473,71.89182355488204,7.306745904596955,21,6,15,0,1,2,10.0,bush,10.0
52,<_io.TextIOWrapper name='corpus/bush/bush_speeches_002.txt' mode='rt' encoding='cp1252'>,4137,287,15.404181184668989,1.4172105390379501,71.30374449495042,7.140715022668719,29,7,22,0,1,4,10.0,bush,10.0
53,<_io.TextIOWrapper name='corpus/bush/bush_speeches_003.txt' mode='rt' encoding='cp1252'>,782,47,17.340425531914892,1.813299232736573,35.82935299559233,12.569696903738372,4,1,3,0,2,0,10.0,bush,10.0
54,<_io.TextIOWrapper name='corpus/bush/bush_speeches_004.txt' mode='rt' encoding='cp1252'>,2466,148,17.64189189189189,1.5867802108678022,54.68687389031368,10.014344326077907,8,0,8,0,0,1,10.0,bush,10.0
55,<_io.TextIOWrapper name='corpus/bush/bush_speeches_005.txt' mode='rt' encoding='cp1252'>,4833,295,17.172881355932205,1.5452100144837575,58.679758198402936,9.3409018997219,26,5,21,0,0,2,10.0,bush,10.0
56,<_io.TextIOWrapper name='corpus/bush/bush_speeches_006.txt' mode='rt' encoding='cp1252'>,3821,207,19.444444444444443,1.5283957079298613,57.79661199802263,10.028402686905697,22,3,19,0,2,3,10.0,bush,10.0
57,<_io.TextIOWrapper name='corpus/bush/bush_speeches_007.txt' mode='rt' encoding='cp1252'>,1844,83,22.987951807228917,1.5688720173535793,50.775656247549875,11.887991009591513,7,5,2,1,4,0,10.0,bush,10.0
58,<_io.TextIOWrapper name='corpus/bush/bush_speeches_008.txt' mode='rt' encoding='cp1252'>,1428,87,17.379310344827587,1.6624649859943978,48.550462184873936,10.805017869216655,15,4,11,0,1,1,10.0,bush,10.0
59,<_io.TextIOWrapper name='corpus/bush/bush_speeches_009.txt' mode='rt' encoding='cp1252'>,3276,206,16.737864077669904,1.5992063492063493,54.55321081830792,9.808401910926186,14,5,9,0,1,1,10.0,bush,10.0
60,<_io.TextIOWrapper name='corpus/bush/bush_speeches_010.txt' mode='rt' encoding='cp1252'>,2782,151,19.403973509933774,1.5657800143781453,54.67497767102617,10.453753838536286,2,1,1,0,1,0,10.0,bush,10.0
61,<_io.TextIOWrapper name='corpus/bush/bush_speeches_011.txt' mode='rt' encoding='cp1252'>,1137,78,15.35897435897436,1.4986807387862797,64.45725052432176,8.084432717678101,0,0,0,0,0,1,10.0,bush,10.0
62,<_io.TextIOWrapper name='corpus/bush/bush_speeches_012.txt' mode='rt' encoding='cp1252'>,1524,90,17.622222222222224,1.5439632545931758,58.32915310586179,9.501433070866142,23,1,22,0,0,1,10.0,bush,10.0
63,<_io.TextIOWrapper name='corpus/bush/bush_speeches_013.txt' mode='rt' encoding='cp1252'>,3979,232,18.13362068965517,1.5888414174415681,54.013391084443356,10.230440794776023,18,3,15,2,2,1,10.0,bush,10.0
64,<_io.TextIOWrapper name='corpus/bush/bush_speeches_014.txt' mode='rt' encoding='cp1252'>,785,48,17.291666666666668,1.6089171974522294,53.16956342887474,10.138972929936312,0,0,0,0,0,2,10.0,bush,10.0
65,<_io.TextIOWrapper name='corpus/bush/bush_speeches_015.txt' mode='rt' encoding='cp1252'>,2813,186,15.903225806451612,1.4952008531816565,64.19923362728348,8.255628132059677,24,6,18,1,0,1,10.0,bush,10.0
66,<_io.TextIOWrapper name='corpus/bush/bush_speeches_016.txt' mode='rt' encoding='cp1252'>,11965,660,19.04090909090909,1.5747597158378603,54.283805312844294,10.418119192341297,26,0,26,0,10,0,10.0,bush,10.0
67,<_io.TextIOWrapper name='corpus/bush/bush_speeches_017.txt' mode='rt' encoding='cp1252'>,4974,358,14.885474860335195,1.482106956172095,66.33999452460056,7.704197278361448,37,2,35,1,3,3,10.0,bush,10.0
68,<_io.TextIOWrapper name='corpus/bush/bush_speeches_018.txt' mode='rt' encoding='cp1252'>,5088,325,16.646153846153847,1.4636399371069182,66.11521516690858,8.172951257861637,23,13,10,0,2,2,10.0,bush,10.0
69,<_io.TextIOWrapper name='corpus/bush/bush_speeches_019.txt' mode='rt' encoding='cp1252'>,16482,1367,12.97366495976591,1.4491566557456619,71.06807698975463,6.569777872107519,91,18,73,3,21,2,10.0,bush,10.0
70,<_io.TextIOWrapper name='corpus/bush/bush_speeches_020.txt' mode='rt' encoding='cp1252'>,1136,78,15.320512820512821,1.5941901408450705,56.416193571686534,9.196443661971834,5,2,3,0,0,1,10.0,bush,10.0
71,<_io.TextIOWrapper name='corpus/bush/bush_speeches_021.txt' mode='rt' encoding='cp1252'>,3788,196,20.04591836734694,1.615364308342133,49.82857237139842,11.289207001702476,15,1,14,0,7,1,10.0,bush,10.0
72,<_io.TextIOWrapper name='corpus/bush/bush_speeches_022.txt' mode='rt' encoding='cp1252'>,3316,208,16.72596153846154,1.583232810615199,55.9166532604157,9.615272165259348,23,5,18,1,1,0,9.0,bush,10.0
73,<_io.TextIOWrapper name='corpus/carter/carter_speeches_000.txt' mode='rt' encoding='cp1252'>,2175,102,22.294117647058822,1.567816091954023,51.56922920892498,11.604935767410414,3,0,3,1,1,1,10.0,carter,10.0
74,<_io.TextIOWrapper name='corpus/carter/carter_speeches_001.txt' mode='rt' encoding='cp1252'>,13467,822,17.273722627737225,1.5423628128016633,58.81827756982602,9.346633015877146,76,3,73,5,13,0,10.0,carter,9.0
75,<_io.TextIOWrapper name='corpus/carter/carter_speeches_002.txt' mode='rt' encoding='cp1252'>,12820,786,17.197201017811704,1.575663026521061,56.0787489232394,9.709732109895082,64,1,63,2,17,1,10.0,carter,9.0
76,<_io.TextIOWrapper name='corpus/carter/carter_speeches_003.txt' mode='rt' encoding='cp1252'>,12921,776,17.528350515463917,1.5497252534633543,57.93696778380436,9.532814691898508,61,2,59,0,26,1,10.0,carter,9.0
77,<_io.TextIOWrapper name='corpus/carter/carter_speeches_004.txt' mode='rt' encoding='cp1252'>,1212,53,23.81132075471698,1.5577557755775577,50.88037082010092,12.077933246154803,1,0,1,2,2,0,9.0,carter,9.0
78,<_io.TextIOWrapper name='corpus/carter/carter_speeches_005.txt' mode='rt' encoding='cp1252'>,3528,177,20.51412429378531,1.5634920634920635,53.74173527037934,10.859714823782621,4,0,4,0,6,0,9.0,carter,9.0
79,<_io.TextIOWrapper name='corpus/carter/carter_speeches_006.txt' mode='rt' encoding='cp1252'>,4875,307,16.778501628664497,1.5727179487179488,56.75288238536709,9.511687430050952,22,5,17,0,8,0,9.0,carter,9.0
80,<_io.TextIOWrapper name='corpus/carter/carter_speeches_007.txt' mode='rt' encoding='cp1252'>,2664,166,16.716867469879517,1.4981231231231231,63.12616330185611,8.607431166105865,0,0,0,2,0,0,9.0,carter,9.0
81,<_io.TextIOWrapper name='corpus/carter/carter_speeches_008.txt' mode='rt' encoding='cp1252'>,3189,164,20.054878048780488,1.6026967701473815,50.89115202601934,11.143224326763495,10,1,9,1,9,0,9.0,carter,9.0
82,<_io.TextIOWrapper name='corpus/carter/carter_speeches_009.txt' mode='rt' encoding='cp1252'>,2498,127,20.283464566929133,1.567654123298639,53.6237446335021,10.818869836026305,2,0,2,0,1,0,9.0,carter,9.0
83,<_io.TextIOWrapper name='corpus/carter/carter_speeches_010.txt' mode='rt' encoding='cp1252'>,701,36,19.88888888888889,1.5905848787446506,52.08429703598034,10.935568235853545,1,0,1,0,2,0,9.0,carter,9.0
84,<_io.TextIOWrapper name='corpus/carter/carter_speeches_011.txt' mode='rt' encoding='cp1252'>,763,36,21.75,1.6120576671035387,48.37867136304067,11.91478047182176,0,0,0,0,0,0,9.0,carter,9.0
85,<_io.TextIOWrapper name='corpus/carter/carter_speeches_012.txt' mode='rt' encoding='cp1252'>,4633,255,19.15686274509804,1.5745737103388733,54.18184841905682,10.461146252586943,9,1,8,1,3,0,9.0,carter,9.0
86,<_io.TextIOWrapper name='corpus/carter/carter_speeches_013.txt' mode='rt' encoding='cp1252'>,3266,190,18.173684210526314,1.5872627066748315,54.106285541625056,10.227436780868274,2,0,2,2,1,0,9.0,carter,9.0
87,<_io.TextIOWrapper name='corpus/carter/carter_speeches_014.txt' mode='rt' encoding='cp1252'>,927,38,24.81578947368421,1.703344120819849,37.54406106285131,14.18761852041106,1,0,1,0,0,0,9.0,carter,9.0
88,<_io.TextIOWrapper name='corpus/carter/carter_speeches_015.txt' mode='rt' encoding='cp1252'>,3309,161,21.53416149068323,1.6201269265639167,47.91508809964918,11.925820714820677,2,1,1,3,4,0,9.0,carter,9.0
89,<_io.TextIOWrapper name='corpus/carter/carter_speeches_016.txt' mode='rt' encoding='cp1252'>,3629,211,17.829383886255926,1.5183246073298429,60.28791357534553,9.27969008213196,9,4,5,1,2,0,9.0,carter,9.0
90,<_io.TextIOWrapper name='corpus/carter/carter_speeches_017.txt' mode='rt' encoding='cp1252'>,3449,168,21.511904761904763,1.6126413453174833,48.57095885280759,11.82881073188916,2,1,1,1,4,0,9.0,carter,10.0
91,<_io.TextIOWrapper name='corpus/carter/carter_speeches_018.txt' mode='rt' encoding='cp1252'>,1360,60,23.616666666666667,1.7404411764705883,35.62275980392161,14.157705882352943,1,0,1,0,0,0,9.0,carter,10.0
92,<_io.TextIOWrapper name='corpus/carter/carter_speeches_019.txt' mode='rt' encoding='cp1252'>,824,43,19.74418604651163,1.6492718446601942,47.26625310453829,11.571640325129827,1,0,1,0,0,0,9.0,carter,10.0
93,<_io.TextIOWrapper name='corpus/carter/carter_speeches_020.txt' mode='rt' encoding='cp1252'>,4711,245,20.208163265306123,1.5372532371046488,56.27209042666101,10.430771871304245,30,3,27,5,5,0,9.0,carter,10.0
94,<_io.TextIOWrapper name='corpus/carter/carter_speeches_021.txt' mode='rt' encoding='cp1252'>,15339,885,18.2135593220339,1.545798291935589,57.573701790384774,9.753707980433173,108,25,83,11,28,1,9.0,carter,10.0
95,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_000.txt' mode='rt' encoding='cp1252'>,1683,46,37.130434782608695,1.689245395127748,26.23744826784474,18.823965227724816,8,0,8,1,0,0,7.0,cleveland,5.0
96,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_001.txt' mode='rt' encoding='cp1252'>,1730,34,51.23529411764706,1.6820809248554913,12.5271302278137,24.240319619177146,8,0,8,0,2,0,7.0,cleveland,5.0
97,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_002.txt' mode='rt' encoding='cp1252'>,19737,587,34.61839863713799,1.7044636976237524,27.499696564335522,18.023847100444097,98,14,84,6,23,1,7.0,cleveland,5.0
98,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_003.txt' mode='rt' encoding='cp1252'>,824,25,33.36,1.6553398058252426,32.932852427184486,16.95340970873787,1,0,1,1,0,0,7.0,cleveland,5.0
99,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_004.txt' mode='rt' encoding='cp1252'>,548,12,45.666666666666664,1.6697080291970803,19.226034063260357,21.922554744525545,0,0,0,0,0,0,7.0,cleveland,5.0
100,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_005.txt' mode='rt' encoding='cp1252'>,369,12,30.916666666666668,1.8428184281842819,19.5521443089431,18.212757452574525,0,0,0,0,0,0,7.0,cleveland,5.0
101,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_006.txt' mode='rt' encoding='cp1252'>,1169,27,43.592592592592595,1.7724550898203593,12.638817919716132,22.326081170991348,8,0,8,1,0,0,7.0,cleveland,5.0
102,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_007.txt' mode='rt' encoding='cp1252'>,590,17,34.94117647058823,1.6830508474576271,28.98360418743769,17.89705882352941,0,0,0,0,0,0,7.0,cleveland,5.0
103,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_008.txt' mode='rt' encoding='cp1252'>,4203,102,41.588235294117645,1.6038543897216273,28.93685980602092,19.554893563421086,25,0,25,0,1,0,7.0,cleveland,5.0
104,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_009.txt' mode='rt' encoding='cp1252'>,5293,130,41.69230769230769,1.6508596259210278,24.854583339388768,20.150143585868125,36,0,36,4,1,0,7.0,cleveland,5.0
105,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_010.txt' mode='rt' encoding='cp1252'>,15127,447,34.834451901566,1.7000727176571693,27.651879406114006,18.05629430996534,45,5,40,7,19,0,7.0,cleveland,5.0
106,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_011.txt' mode='rt' encoding='cp1252'>,2079,49,42.734693877551024,1.7147667147667147,18.390021645021676,21.310777846492133,9,3,6,1,1,0,7.0,cleveland,5.0
107,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_012.txt' mode='rt' encoding='cp1252'>,13200,397,34.241813602015114,1.700378787878788,28.227513739409233,17.828777001755594,35,6,29,6,18,3,7.0,cleveland,5.0
108,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_013.txt' mode='rt' encoding='cp1252'>,2019,59,34.728813559322035,1.716691431401684,26.353159140705714,18.21119617867547,8,0,8,1,1,2,7.0,cleveland,5.0
109,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_014.txt' mode='rt' encoding='cp1252'>,9888,492,20.341463414634145,1.7586974110032363,37.40261366327255,13.095800181545506,139,3,136,0,0,0,7.0,cleveland,5.0
110,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_015.txt' mode='rt' encoding='cp1252'>,2081,54,39.074074074074076,1.6655454108601633,26.269673056045008,19.30232473703882,10,0,10,0,0,0,7.0,cleveland,5.0
111,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_016.txt' mode='rt' encoding='cp1252'>,12267,433,29.323325635103927,1.7268280753240401,30.98216930795573,16.22266828651421,43,9,34,5,17,0,7.0,cleveland,5.0
112,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_017.txt' mode='rt' encoding='cp1252'>,3091,80,39.2375,1.6564218699450015,26.87564730265288,19.258403065351022,2,0,2,5,0,0,7.0,cleveland,5.0
113,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_018.txt' mode='rt' encoding='cp1252'>,6196,154,40.87012987012987,1.7080374435119432,20.851850460707823,20.504192482791584,88,48,40,0,0,0,7.0,cleveland,5.0
114,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_019.txt' mode='rt' encoding='cp1252'>,2338,71,33.521126760563384,1.636869118905047,34.331928878661216,16.79829503969928,1,0,1,0,0,0,7.0,cleveland,5.0
115,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_020.txt' mode='rt' encoding='cp1252'>,738,14,52.92857142857143,1.6165311653116532,16.353963414634165,24.127210607820363,0,0,0,1,0,0,7.0,cleveland,5.0
116,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_021.txt' mode='rt' encoding='cp1252'>,15864,554,29.629963898916966,1.6959783156833081,33.28082113579143,15.978230045640654,57,10,47,5,19,0,7.0,cleveland,5.0
117,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_022.txt' mode='rt' encoding='cp1252'>,435,14,30.928571428571427,1.7747126436781608,25.30181034482763,17.41375205254516,0,0,0,0,0,0,7.0,cleveland,5.0
118,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_023.txt' mode='rt' encoding='cp1252'>,1560,32,48.96875,1.6967948717948718,13.582872596153862,23.52999198717949,8,7,1,0,4,0,7.0,cleveland,5.0
119,<_io.TextIOWrapper name='corpus/cleveland/cleveland_speeches_024.txt' mode='rt' encoding='cp1252'>,382,8,47.125,1.7486910994764397,11.063857984293207,23.42330497382199,0,0,0,0,0,0,7.0,cleveland,5.0
